param,session,side,entry_time,exit_time,bars_held,entry_price,exit_price,stop_price,target_price,range_size,range_pct,exit_reason,price_pnl,risk_price,pnl,weekday,date,hour,rng,tgt,year,ehour,scale,pnl_vt
h14_r15_t2,1749600000000000000,1,1749651440000000000,1749659835000000000,1679,3333.9455,3328.5955000000004,3328.5955000000004,3344.6454999999987,5.349999999999454,0.160584828935869,sl,-5.349999999999454,5.349999999999454,-10.83999999999891,Wednesday,2025-06-11,14,15,2.0,2025,14,0.7750722253418113,-8.401782922704388
h00_r30_t1,1749686400000000000,1,1749689215000000000,1749713595000000000,4871,3370.2055,3362.1985,3362.1985,3378.2125,8.007000000000062,0.2377773122076708,sl,-8.007000000000062,8.007000000000062,-16.154000000000124,Thursday,2025-06-12,0,30,1.0,2025,0,0.7778576802592869,-12.565512966908617
h01_r60_t3,1749686400000000000,1,1749695515000000000,1749713585000000000,3609,3376.9764999999998,3362.5074999999997,3362.5074999999997,3420.3835,14.469000000000051,0.4291947977520756,sl,-14.469000000000051,14.469000000000051,-29.078000000000102,Thursday,2025-06-12,1,60,3.0,2025,2,0.7778576802592869,-22.618545626579625
h02_r15_t3,1749686400000000000,1,1749695240000000000,1749704415000000000,1831,3374.5325000000003,3369.0265,3369.0265,3391.050500000001,5.506000000000313,0.1632755458692136,sl,-5.506000000000313,5.506000000000313,-11.152000000000626,Thursday,2025-06-12,2,15,3.0,2025,2,0.7778576802592869,-8.674668850252054
h04_r30_t3,1749686400000000000,-1,1749704400000000000,1749705665000000000,252,3369.5105000000003,3373.8505,3373.8505,3356.4905000000012,4.339999999999691,0.12870801030908727,sl,-4.339999999999691,4.339999999999691,-8.819999999999382,Thursday,2025-06-12,4,30,3.0,2025,5,0.7778576802592869,-6.86070473988643
h05_r60_t2,1749686400000000000,-1,1749709070000000000,1749713860000000000,958,3367.8525,3351.8324999999995,3375.8625,3351.8324999999995,8.010000000000218,0.23735601401912387,tp,16.020000000000437,8.010000000000218,31.900000000000873,Thursday,2025-06-12,5,60,2.0,2025,6,0.7778576802592869,24.81366000027193
h06_r60_t3,1749686400000000000,-1,1749713565000000000,1749723900000000000,2067,3365.3345,3375.6814999999997,3375.6814999999997,3334.2935000000007,10.346999999999753,0.30656883050968003,sl,-10.346999999999753,10.346999999999753,-20.833999999999506,Thursday,2025-06-12,6,60,3.0,2025,7,0.7778576802592869,-16.2058869105216
h13_r30_t3,1749686400000000000,1,1749735670000000000,1749741180000000000,1102,3393.9105,3379.4515,3379.4515,3437.2874999999995,14.458999999999833,0.4274069575491344,sl,-14.458999999999833,14.458999999999833,-29.057999999999666,Thursday,2025-06-12,13,30,3.0,2025,13,0.7778576802592869,-22.6029884729741
h14_r15_t2,1749686400000000000,-1,1749740310000000000,1749772535000000000,5657,3384.3765000000003,3393.2495,3393.2495,3366.630500000001,8.872999999999593,0.2619456810329272,sl,-8.872999999999593,8.872999999999593,-17.885999999999186,Thursday,2025-06-12,14,15,2.0,2025,14,0.7778576802592869,-13.912762469116972
h00_r30_t1,1749772800000000000,1,1749774600000000000,1749781985000000000,1477,3414.5895,3437.3395,3391.8395,3437.3395,22.75,0.666429095679152,tp,22.75,22.75,45.36,Friday,2025-06-13,0,30,1.0,2025,0,0.7864408406389747,35.67295653138389
h01_r60_t3,1749772800000000000,1,1749781425000000000,1749797230000000000,3161,3433.5035,3414.0535,3414.0535,3491.8534999999993,19.449999999999818,0.5674381248110006,sl,-19.449999999999818,19.449999999999818,-39.03999999999964,Friday,2025-06-13,1,60,3.0,2025,2,0.7864408406389747,-30.702650418545286
h02_r15_t3,1749772800000000000,1,1749781310000000000,1749784670000000000,672,3432.2055,3424.8685,3424.8685,3454.2165,7.336999999999989,0.21391627876057978,sl,-7.336999999999989,7.336999999999989,-14.813999999999979,Friday,2025-06-13,2,15,3.0,2025,2,0.7864408406389747,-11.650334613225754
h04_r30_t3,1749772800000000000,-1,1749790970000000000,1749818100000000000,5426,3422.6904999999997,3430.3905,3430.3905,3399.590499999999,7.700000000000273,0.22466137039643752,sl,-7.700000000000273,7.700000000000273,-15.540000000000546,Friday,2025-06-13,4,30,3.0,2025,5,0.7864408406389747,-12.221290663530096
h05_r60_t2,1749772800000000000,-1,1749797125000000000,1749818045000000000,4184,3418.0875,3428.9134999999997,3428.9134999999997,3396.435500000001,10.825999999999567,0.31598845851132445,sl,-10.825999999999567,10.825999999999567,-21.791999999999135,Friday,2025-06-13,5,60,2.0,2025,6,0.7864408406389747,-17.138118799203856
h06_r60_t3,1749772800000000000,-1,1749798610000000000,1749818045000000000,3887,3408.4555,3428.7735000000002,3428.7735000000002,3347.5014999999994,20.31800000000021,0.5947416095344887,sl,-20.31800000000021,20.31800000000021,-40.77600000000042,Friday,2025-06-13,6,60,3.0,2025,7,0.7864408406389747,-32.067911717895164
h13_r30_t3,1749772800000000000,1,1749821720000000000,1749822890000000000,234,3444.5964999999997,3435.5285000000003,3435.5285000000003,3471.8004999999976,9.067999999999302,0.263338518500106,sl,-9.067999999999302,9.067999999999302,-18.275999999998604,Friday,2025-06-13,13,30,3.0,2025,13,0.7864408406389747,-14.372992803516803
h14_r15_t2,1749772800000000000,-1,1749824225000000000,1749825970000000000,349,3427.0964999999997,3438.3865,3438.3865,3404.516499999999,11.290000000000418,0.3291945885541584,sl,-11.290000000000418,11.290000000000418,-22.720000000000837,Friday,2025-06-13,14,15,2.0,2025,14,0.7864408406389747,-17.867935899318162
h00_r30_t1,1750032000000000000,-1,1750034985000000000,1750050210000000000,3044,3437.1575000000003,3423.0015000000003,3451.3135,3423.0015000000003,14.155999999999949,0.4104387005770511,tp,14.155999999999949,14.155999999999949,28.171999999999898,Monday,2025-06-16,0,30,1.0,2025,0,0.7962355397605266,22.431547626133476
h01_r60_t3,1750032000000000000,1,1750039320000000000,1750044875000000000,1111,3443.2835,3433.2884999999997,3433.2884999999997,3473.268500000001,9.995000000000346,0.29041813383032306,sl,-9.995000000000346,9.995000000000346,-20.130000000000692,Monday,2025-06-16,1,60,3.0,2025,2,0.7962355397605266,-16.028221415379953
h02_r15_t3,1750032000000000000,-1,1750041205000000000,1750050210000000000,1800,3440.5155,3422.6264999999994,3446.4785,3422.6264999999994,5.963000000000193,0.17313262182397796,tp,17.88900000000058,5.963000000000193,35.638000000001156,Monday,2025-06-16,2,15,3.0,2025,2,0.7962355397605266,28.376242165986568
h04_r30_t3,1750032000000000000,-1,1750049200000000000,1750053920000000000,943,3429.0035,3415.9234999999994,3433.3635,3415.9234999999994,4.360000000000127,0.12709675021480743,tp,13.080000000000382,4.360000000000127,26.020000000000763,Monday,2025-06-16,4,30,3.0,2025,4,0.7962355397605266,20.71804874456951
h05_r60_t2,1750032000000000000,-1,1750053900000000000,1750082060000000000,5631,3417.8325,3392.4185,3430.5395,3392.4185,12.70699999999988,0.3713657078386127,tp,25.41399999999976,12.70699999999988,50.68799999999952,Monday,2025-06-16,5,60,2.0,2025,6,0.7962355397605266,40.35958703938119
h06_r60_t3,1750032000000000000,-1,1750057915000000000,1750071600000000000,2736,3413.0795,3421.7285,3421.7285,3387.132499999999,8.649000000000342,0.25301824969821796,sl,-8.649000000000342,8.649000000000342,-17.438000000000685,Monday,2025-06-16,6,60,3.0,2025,7,0.7962355397605266,-13.884755342344608
h13_r30_t3,1750032000000000000,-1,1750081340000000000,1750118395000000000,6624,3405.9945,3402.867,3418.1405,3369.5564999999992,12.146000000000186,0.3555428578286736,session_end,3.1274999999996,12.146000000000186,6.1149999999992,Monday,2025-06-16,13,30,3.0,2025,13,0.7962355397605266,4.8689803256349835
h14_r15_t2,1750032000000000000,1,1750086010000000000,1750099565000000000,2711,3399.5675,3387.4565000000002,3387.4565000000002,3423.7895,12.110999999999876,0.35656102762353964,sl,-12.110999999999876,12.110999999999876,-24.361999999999753,Monday,2025-06-16,14,15,2.0,2025,15,0.7962355397605266,-19.397890219645753
h00_r30_t1,1750118400000000000,1,1750120510000000000,1750121385000000000,175,3403.0515,3397.1975,3397.1975,3408.9055,5.8539999999998145,0.17221281255676202,sl,-5.8539999999998145,5.8539999999998145,-11.84799999999963,Tuesday,2025-06-17,0,30,1.0,2025,0,0.8008415068392749,-9.488370173031432
h01_r60_t3,1750118400000000000,-1,1750125930000000000,1750204795000000000,14988,3393.3285,3387.467,3402.5485,3365.6685000000007,9.2199999999998,0.27167431376820966,session_end,5.861499999999978,9.2199999999998,11.582999999999956,Tuesday,2025-06-17,1,60,3.0,2025,2,0.8008415068392749,9.276147173719286
h02_r15_t3,1750118400000000000,1,1750126715000000000,1750129140000000000,485,3397.3865,3390.1645,3390.1645,3419.0525000000007,7.222000000000207,0.21268115040418714,sl,-7.222000000000207,7.222000000000207,-14.584000000000415,Tuesday,2025-06-17,2,15,3.0,2025,2,0.8008415068392749,-11.679472535744317
h04_r30_t3,1750118400000000000,1,1750134630000000000,1750141620000000000,1397,3390.6805,3387.1315,3387.1315,3401.3275,3.548999999999978,0.10471619741820956,sl,-3.548999999999978,3.548999999999978,-7.237999999999956,Tuesday,2025-06-17,4,30,3.0,2025,4,0.8008415068392749,-5.7964908265026365
h05_r60_t2,1750118400000000000,-1,1750140120000000000,1750142645000000000,505,3390.7695000000003,3381.227500000001,3395.5405,3381.227500000001,4.770999999999731,0.14062461083958228,tp,9.541999999999462,4.770999999999731,18.943999999998923,Tuesday,2025-06-17,5,60,2.0,2025,6,0.8008415068392749,15.17114150556236
h06_r60_t3,1750118400000000000,-1,1750150470000000000,1750155305000000000,967,3381.1535000000003,3392.7315,3392.7315,3346.419500000002,11.57799999999952,0.34197288938882814,sl,-11.57799999999952,11.57799999999952,-23.29599999999904,Tuesday,2025-06-17,6,60,3.0,2025,8,0.8008415068392749,-18.65640374332698
h13_r30_t3,1750118400000000000,1,1750167165000000000,1750169130000000000,393,3396.1845000000003,3385.9184999999998,3385.9184999999998,3426.982500000002,10.266000000000531,0.30250227370269384,sl,-10.266000000000531,10.266000000000531,-20.672000000001063,Tuesday,2025-06-17,13,30,3.0,2025,13,0.8008415068392749,-16.554995629382343
h14_r15_t2,1750118400000000000,-1,1750169760000000000,1750171030000000000,254,3384.5805,3369.4685,3392.1365,3369.4685,7.55600000000004,0.22314259848611032,tp,15.11200000000008,7.55600000000004,30.08400000000016,Tuesday,2025-06-17,14,15,2.0,2025,14,0.8008415068392749,24.092515891752875
h00_r30_t1,1750204800000000000,-1,1750209205000000000,1750212065000000000,572,3382.9975,3377.0685,3388.9265,3377.0685,5.929000000000087,0.17516474689078398,tp,5.929000000000087,5.929000000000087,11.718000000000174,Wednesday,2025-06-18,0,30,1.0,2025,1,0.8093657114173255,9.484147406388361
h01_r60_t3,1750204800000000000,-1,1750212000000000000,1750217805000000000,1161,3378.7335000000003,3388.8015,3388.8015,3348.529500000001,10.067999999999756,0.29794902579871474,sl,-10.067999999999756,10.067999999999756,-20.275999999999513,Wednesday,2025-06-18,1,60,3.0,2025,2,0.8093657114173255,-16.4106991646973
h02_r15_t3,1750204800000000000,-1,1750213025000000000,1750215240000000000,443,3374.3185000000003,3379.0434999999998,3379.0434999999998,3360.143500000002,4.724999999999454,0.1399989422301981,sl,-4.724999999999454,4.724999999999454,-9.58999999999891,Wednesday,2025-06-18,2,15,3.0,2025,2,0.8093657114173255,-7.761817172491269
h04_r30_t3,1750204800000000000,1,1750221000000000000,1750224675000000000,735,3395.2445,3389.4995,3389.4995,3412.4794999999995,5.744999999999891,0.16921617565257258,sl,-5.744999999999891,5.744999999999891,-11.629999999999782,Wednesday,2025-06-18,4,30,3.0,2025,4,0.8093657114173255,-9.41292322378332
h05_r60_t2,1750204800000000000,-1,1750226650000000000,1750253400000000000,5350,3384.3175,3395.7865,3395.7865,3361.3795,11.469000000000051,0.33866959162542215,sl,-11.469000000000051,11.469000000000051,-23.078000000000102,Wednesday,2025-06-18,5,60,2.0,2025,6,0.8093657114173255,-18.67854188808912
h06_r60_t3,1750204800000000000,-1,1750231575000000000,1750233710000000000,427,3379.4445,3386.9535,3386.9535,3356.9175,7.5090000000000146,0.22199809221775366,sl,-7.5090000000000146,7.5090000000000146,-15.15800000000003,Wednesday,2025-06-18,6,60,3.0,2025,7,0.8093657114173255,-12.268365453663844
h13_r30_t3,1750204800000000000,1,1750253400000000000,1750255730000000000,466,3395.4295,3385.6985,3385.6985,3424.622500000001,9.731000000000222,0.28661713579323217,sl,-9.731000000000222,9.731000000000222,-19.602000000000444,Wednesday,2025-06-18,13,30,3.0,2025,13,0.8093657114173255,-15.865186675202773
h14_r15_t2,1750204800000000000,-1,1750256105000000000,1750262245000000000,1228,3383.8805,3392.5015000000003,3392.5015000000003,3366.6385,8.621000000000095,0.2546794505647599,sl,-8.621000000000095,8.621000000000095,-17.38200000000019,Wednesday,2025-06-18,14,15,2.0,2025,14,0.8093657114173255,-14.068394795856106
h00_r30_t1,1750291200000000000,1,1750293085000000000,1750295110000000000,405,3380.3565,3385.9124999999995,3374.8005000000003,3385.9124999999995,5.555999999999585,0.16441627561327507,tp,5.555999999999585,5.555999999999585,10.97199999999917,Thursday,2025-06-19,0,30,1.0,2025,0,0.8173739633751128,8.96822712615106
h01_r60_t3,1750291200000000000,-1,1750298400000000000,1750377595000000000,12372,3374.5955000000004,3368.837,3388.0205,3334.320500000001,13.424999999999727,0.39778078323257626,session_end,5.758500000000367,13.424999999999727,11.377000000000734,Thursday,2025-06-19,1,60,3.0,2025,2,0.8173739633751128,9.29926358131926
h02_r15_t3,1750291200000000000,1,1750300940000000000,1750303140000000000,440,3379.4804999999997,3374.0785,3374.0785,3395.6864999999984,5.401999999999589,0.15992040096738488,sl,-5.401999999999589,5.401999999999589,-10.943999999999178,Thursday,2025-06-19,2,15,3.0,2025,2,0.8173739633751128,-8.945340655176564
h04_r30_t3,1750291200000000000,1,1750308875000000000,1750309810000000000,187,3374.7625,3372.0555,3372.0555,3382.8834999999995,2.70699999999988,0.08025002908952028,sl,-2.70699999999988,2.70699999999988,-5.55399999999976,Thursday,2025-06-19,4,30,3.0,2025,4,0.8173739633751128,-4.53969499258518
h05_r60_t2,1750291200000000000,-1,1750312895000000000,1750328575000000000,3136,3360.2675,3375.3945000000003,3375.3945000000003,3330.013499999999,15.127000000000407,0.4495986320931275,sl,-15.127000000000407,15.127000000000407,-30.394000000000815,Thursday,2025-06-19,5,60,2.0,2025,6,0.8173739633751128,-24.843264242823846
h06_r60_t3,1750291200000000000,1,1750318795000000000,1750377595000000000,8297,3364.899,3368.8,3347.5825,3416.8470000000007,17.31600000000026,0.5157432595742515,session_end,3.9010000000002947,17.316499999999905,7.66200000000059,Thursday,2025-06-19,6,60,3.0,2025,7,0.8173739633751128,6.262719307380596
h13_r30_t3,1750291200000000000,1,1750340590000000000,1750377595000000000,3938,3369.0175,3368.8,3361.5765,3391.3404999999993,7.4409999999998035,0.22126581232073234,session_end,-0.21749999999974534,7.4409999999998035,-0.5749999999994907,Thursday,2025-06-19,13,30,3.0,2025,13,0.8173739633751128,-0.4699900289402736
h14_r15_t2,1750291200000000000,-1,1750342865000000000,1750348460000000000,1119,3366.7084999999997,3371.0845,3371.0845,3357.9564999999993,4.376000000000204,0.12989802144475643,sl,-4.376000000000204,4.376000000000204,-8.892000000000408,Thursday,2025-06-19,14,15,2.0,2025,14,0.8173739633751128,-7.268089282331837
h00_r30_t1,1750377600000000000,-1,1750379400000000000,1750381915000000000,503,3365.6435,3360.8565000000003,3370.4305,3360.8565000000003,4.786999999999807,0.14222128735072245,tp,4.786999999999807,4.786999999999807,9.433999999999614,Friday,2025-06-20,0,30,1.0,2025,0,0.8337781938405546,7.865863480691471
h01_r60_t3,1750377600000000000,-1,1750384800000000000,1750427490000000000,8537,3356.1605,3368.3685,3368.3685,3319.5364999999997,12.208000000000084,0.36370174371569786,sl,-12.208000000000084,12.208000000000084,-24.556000000000168,Friday,2025-06-20,1,60,3.0,2025,2,0.8337781938405546,-20.4742573279488
h02_r15_t3,1750377600000000000,-1,1750385780000000000,1750401780000000000,3200,3355.9094999999998,3341.437499999998,3360.7335000000003,3341.437499999998,4.824000000000524,0.14373220758996408,tp,14.472000000001572,4.824000000000524,28.804000000003143,Friday,2025-06-20,2,15,3.0,2025,2,0.8337781938405546,24.016147095385957
h04_r30_t3,1750377600000000000,1,1750393890000000000,1750395270000000000,276,3357.3015,3354.0325000000003,3354.0325000000003,3367.1084999999994,3.268999999999778,0.09738555967873722,sl,-3.268999999999778,3.268999999999778,-6.677999999999556,Friday,2025-06-20,4,30,3.0,2025,4,0.8337781938405546,-5.5679707784668535
h05_r60_t2,1750377600000000000,-1,1750399220000000000,1750403820000000000,920,3342.8055,3355.2664999999997,3355.2664999999997,3317.8835000000004,12.460999999999785,0.37254615008487857,sl,-12.460999999999785,12.460999999999785,-25.06199999999957,Friday,2025-06-20,5,60,2.0,2025,6,0.8337781938405546,-20.89614909403162
h06_r60_t3,1750377600000000000,1,1750403135000000000,1750427890000000000,4950,3348.7905,3373.8885,3340.4245,3373.8885,8.365999999999985,0.25007685992422624,tp,25.097999999999956,8.365999999999985,50.05599999999991,Friday,2025-06-20,6,60,3.0,2025,7,0.8337781938405546,41.73560127088273
h13_r30_t3,1750377600000000000,1,1750426200000000000,1750453075000000000,5357,3357.5434999999998,3368.607,3343.0675,3400.9714999999987,14.475999999999658,0.43120158718881074,session_end,11.063500000000204,14.475999999999658,21.987000000000407,Friday,2025-06-20,13,30,3.0,2025,13,0.8337781938405546,18.332281147972616
h14_r15_t2,1750377600000000000,-1,1750429305000000000,1750453075000000000,4736,3366.3435,3368.644,3374.5575,3349.9155,8.213999999999942,0.24367882039752342,session_end,-2.300499999999829,8.213999999999942,-4.740999999999658,Friday,2025-06-20,14,15,2.0,2025,14,0.8337781938405546,-3.952942416997784
h00_r30_t1,1750636800000000000,-1,1750638685000000000,1750656915000000000,3645,3362.3355,3351.0395000000003,3373.6315,3351.0395000000003,11.295999999999822,0.33589871416746564,tp,11.295999999999822,11.295999999999822,22.451999999999643,Monday,2025-06-23,0,30,1.0,2025,0,0.8519163062499978,19.127224907924646
h01_r60_t3,1750636800000000000,-1,1750656830000000000,1750670100000000000,2654,3351.9764999999998,3368.2155000000002,3368.2155000000002,3303.2594999999983,16.239000000000487,0.4839679470702114,sl,-16.239000000000487,16.239000000000487,-32.618000000000976,Monday,2025-06-23,1,60,3.0,2025,5,0.8519163062499978,-27.78780607726326
h02_r15_t3,1750636800000000000,1,1750644960000000000,1750656280000000000,2264,3363.8415,3354.8385,3354.8385,3390.8505000000005,9.003000000000156,0.2677096728295246,sl,-9.003000000000156,9.003000000000156,-18.146000000000313,Monday,2025-06-23,2,15,3.0,2025,2,0.8519163062499978,-15.458873293212728
h04_r30_t3,1750636800000000000,-1,1750653625000000000,1750669820000000000,3239,3358.4425,3365.1405,3365.1405,3338.3485000000005,6.697999999999865,0.19934710697436198,sl,-6.697999999999865,6.697999999999865,-13.535999999999731,Monday,2025-06-23,4,30,3.0,2025,4,0.8519163062499978,-11.531539121399742
h05_r60_t2,1750636800000000000,1,1750665725000000000,1750690960000000000,5047,3360.7525,3388.1545,3347.0515,3388.1545,13.701000000000022,0.4081497079187038,tp,27.402000000000044,13.701000000000022,54.66400000000009,Monday,2025-06-23,5,60,2.0,2025,8,0.8519163062499978,46.569152964849955
h06_r60_t3,1750636800000000000,-1,1750662755000000000,1750665665000000000,582,3352.7235,3359.9184999999998,3359.9184999999998,3331.138500000001,7.194999999999709,0.21428629930240675,sl,-7.194999999999709,7.194999999999709,-14.529999999999418,Monday,2025-06-23,6,60,3.0,2025,7,0.8519163062499978,-12.378343929811972
h13_r30_t3,1750636800000000000,1,1750685405000000000,1750716190000000000,5382,3369.2105,3359.8064999999997,3359.8064999999997,3397.4225000000015,9.404000000000451,0.2791671237073552,sl,-9.404000000000451,9.404000000000451,-18.948000000000903,Monday,2025-06-23,13,30,3.0,2025,13,0.8519163062499978,-16.142110170825728
h14_r15_t2,1750636800000000000,1,1750690420000000000,1750711085000000000,4127,3384.7535,3369.8914999999997,3369.8914999999997,3414.4775,14.86200000000008,0.4403796296419784,sl,-14.86200000000008,14.86200000000008,-29.86400000000016,Monday,2025-06-23,14,15,2.0,2025,14,0.8519163062499978,-25.44162856985007
h00_r30_t1,1750723200000000000,1,1750725000000000000,1750743740000000000,3744,3349.3585000000003,3333.2235,3333.2235,3365.4935000000005,16.13500000000022,0.4817766165904703,sl,-16.13500000000022,16.13500000000022,-32.41000000000044,Tuesday,2025-06-24,0,30,1.0,2025,0,0.8363848538117253,-27.107233112038383
h01_r60_t3,1750723200000000000,1,1750734965000000000,1750742035000000000,1410,3354.4345000000003,3342.2815,3342.2815,3390.893500000001,12.153000000000247,0.36300849902274007,sl,-12.153000000000247,12.153000000000247,-24.446000000000495,Tuesday,2025-06-24,1,60,3.0,2025,3,0.8363848538117253,-20.44626413628185
h02_r15_t3,1750723200000000000,-1,1750731655000000000,1750734150000000000,499,3347.1455,3353.0275,3353.0275,3329.4995,5.882000000000062,0.1755390955737576,sl,-5.882000000000062,5.882000000000062,-11.904000000000124,Tuesday,2025-06-24,2,15,3.0,2025,2,0.8363848538117253,-9.956325299774882
h04_r30_t3,1750723200000000000,-1,1750739585000000000,1750744035000000000,888,3347.8045,3330.6475,3353.5235000000002,3330.6475,5.719000000000051,0.17076486925618897,tp,17.157000000000153,5.719000000000051,34.174000000000305,Tuesday,2025-06-24,4,30,3.0,2025,4,0.8363848538117253,28.582615994162158
h05_r60_t2,1750723200000000000,-1,1750745410000000000,1750809595000000000,11996,3326.6605,3324.241,3348.8244999999997,3282.3325000000004,22.16399999999976,0.6651614203375044,session_end,2.419499999999971,22.16399999999976,4.698999999999942,Tuesday,2025-06-24,5,60,2.0,2025,6,0.8363848538117253,3.930172428061249
h13_r30_t3,1750723200000000000,-1,1750771905000000000,1750783985000000000,2416,3310.2565,3318.0325000000003,3318.0325000000003,3286.928499999999,7.776000000000295,0.23488249758389987,sl,-7.776000000000295,7.776000000000295,-15.69200000000059,Tuesday,2025-06-24,13,30,3.0,2025,13,0.8363848538117253,-13.124551126014087
h14_r15_t2,1750723200000000000,1,1750774500000000000,1750809595000000000,6179,3308.6195,3324.204,3298.7455,3328.3674999999994,9.873999999999796,0.2984326242410104,session_end,15.58450000000039,9.873999999999796,31.029000000000778,Tuesday,2025-06-24,14,15,2.0,2025,14,0.8363848538117253,25.952185628924678
h00_r30_t1,1750809600000000000,1,1750811400000000000,1750816205000000000,961,3328.8235,3333.9395,3323.7075,3333.9395,5.1159999999999854,0.1537090341463293,tp,5.1159999999999854,5.1159999999999854,10.09199999999997,Wednesday,2025-06-25,0,30,1.0,2025,0,0.8410762163718917,8.488141175625106
h01_r60_t3,1750809600000000000,1,1750816800000000000,1750826720000000000,1974,3334.9395,3326.4285,3326.4285,3360.4725,8.510999999999967,0.25522906966440023,sl,-8.510999999999967,8.510999999999967,-17.161999999999935,Wednesday,2025-06-25,1,60,3.0,2025,2,0.8410762163718917,-14.43455002537435
h02_r15_t3,1750809600000000000,-1,1750817700000000000,1750837480000000000,3944,3331.3745,3335.2884999999997,3335.2884999999997,3319.6325000000006,3.91399999999976,0.11747969730817995,sl,-3.91399999999976,3.91399999999976,-7.9679999999995195,Wednesday,2025-06-25,2,15,3.0,2025,2,0.8410762163718917,-6.701695292050829
h04_r30_t3,1750809600000000000,-1,1750825870000000000,1750828285000000000,477,3326.7385,3329.3154999999997,3329.3154999999997,3319.0075000000006,2.576999999999771,0.07744814813422755,sl,-2.576999999999771,2.576999999999771,-5.293999999999541,Wednesday,2025-06-25,4,30,3.0,2025,4,0.8410762163718917,-4.452657489472409
h05_r60_t2,1750809600000000000,1,1750834830000000000,1750839445000000000,923,3333.8215,3326.7435,3326.7435,3347.9775,7.0779999999999745,0.21244374690379972,sl,-7.0779999999999745,7.0779999999999745,-14.29599999999995,Wednesday,2025-06-25,5,60,2.0,2025,7,0.8410762163718917,-12.02402558925252
h06_r60_t3,1750809600000000000,1,1750834830000000000,1750835235000000000,81,3333.5465,3329.1275,3329.1275,3346.8034999999995,4.418999999999869,0.13263775799866967,sl,-4.418999999999869,4.418999999999869,-8.977999999999739,Wednesday,2025-06-25,6,60,3.0,2025,7,0.8410762163718917,-7.551182270586623
h13_r30_t3,1750809600000000000,-1,1750858320000000000,1750860425000000000,421,3313.8514999999998,3321.7015,3321.7015,3290.3014999999987,7.850000000000364,0.23685782299902625,sl,-7.850000000000364,7.850000000000364,-15.840000000000728,Wednesday,2025-06-25,13,30,3.0,2025,13,0.8410762163718917,-13.322647267331376
h14_r15_t2,1750809600000000000,1,1750861010000000000,1750895995000000000,6193,3322.1765,3339.09,3312.3185000000003,3341.8924999999995,9.85799999999972,0.2969302597928844,session_end,16.913500000000113,9.85799999999972,33.687000000000225,Wednesday,2025-06-25,14,15,2.0,2025,14,0.8410762163718917,28.333334500920103
h00_r30_t1,1750896000000000000,-1,1750898035000000000,1750905625000000000,1516,3332.8315000000002,3339.4535,3339.4535,3326.2095000000004,6.621999999999844,0.19864151640689365,sl,-6.621999999999844,6.621999999999844,-13.383999999999688,Thursday,2025-06-26,0,30,1.0,2025,0,0.8593378980511847,-11.501378427516787
h01_r60_t3,1750896000000000000,1,1750905120000000000,1750942140000000000,7400,3336.8545,3329.2605000000003,3329.2605000000003,3359.6364999999987,7.593999999999596,0.22802733385329402,sl,-7.593999999999596,7.593999999999596,-15.327999999999193,Thursday,2025-06-26,1,60,3.0,2025,2,0.8593378980511847,-13.171931301327865
h02_r15_t3,1750896000000000000,1,1750904130000000000,1750907250000000000,624,3332.5505000000003,3342.216500000001,3329.3285,3342.216500000001,3.2220000000002074,0.09669997093299136,tp,9.666000000000622,3.2220000000002074,19.192000000001244,Thursday,2025-06-26,2,15,3.0,2025,2,0.8593378980511847,16.492412939399404
h04_r30_t3,1750896000000000000,-1,1750912200000000000,1750916125000000000,784,3335.6405,3338.2355,3338.2355,3327.8555000000006,2.5949999999998,0.07779120929357038,sl,-2.5949999999998,2.5949999999998,-5.3299999999995995,Thursday,2025-06-26,4,30,3.0,2025,4,0.8593378980511847,-4.58027099661247
h05_r60_t2,1750896000000000000,-1,1750917930000000000,1750920425000000000,499,3332.5015000000003,3338.3785,3338.3785,3320.7475000000013,5.876999999999498,0.17625901707929478,sl,-5.876999999999498,5.876999999999498,-11.893999999998996,Thursday,2025-06-26,5,60,2.0,2025,6,0.8593378980511847,-10.220964959419929
h06_r60_t3,1750896000000000000,1,1750921210000000000,1750941415000000000,4040,3340.4475,3331.0474999999997,3331.0474999999997,3368.647500000002,9.400000000000546,0.2814485437957302,sl,-9.400000000000546,9.400000000000546,-18.940000000001092,Thursday,2025-06-26,6,60,3.0,2025,7,0.8593378980511847,-16.275859789090376
h13_r30_t3,1750896000000000000,-1,1750944790000000000,1750945625000000000,167,3316.2655,3325.5845,3325.5845,3288.3085,9.31899999999996,0.2807304413890466,sl,-9.31899999999996,9.31899999999996,-18.77799999999992,Thursday,2025-06-26,13,30,3.0,2025,13,0.8593378980511847,-16.136647049605077
h14_r15_t2,1750896000000000000,1,1750947315000000000,1750947835000000000,104,3323.0545,3317.1785,3317.1785,3334.8065000000006,5.876000000000204,0.17685922279762947,sl,-5.876000000000204,5.876000000000204,-11.892000000000408,Thursday,2025-06-26,14,15,2.0,2025,14,0.8593378980511847,-10.219246283625038
h00_r30_t1,1750982400000000000,-1,1750984630000000000,1750986255000000000,325,3313.6375,3320.0625,3320.0625,3307.2124999999996,6.425000000000182,0.19380929376648023,sl,-6.425000000000182,6.425000000000182,-12.990000000000364,Friday,2025-06-27,0,30,1.0,2025,0,0.8693211691426588,-11.292481987163454
