run,kind,trades,days,win_rate,pf,net,per_trade,avg_win,avg_loss,rr,maxDD,sharpe,pos_days,tp_rate,sl_rate
regime_2026,synthetic,1168,151,36.3013698630137,1.154919747808189,4009.81200000001,3.4330582191780916,70.50228301886793,-34.789188172043,2.0265572933238034,-1942.8139999999967,2.19149632364429,47.682119205298015,28.25342465753425,60.78767123287672
