param,trades_tr,net_tr,exp_tr,win_rate_tr,pf_tr,trades_ho,net_ho,exp_ho,win_rate_ho,pf_ho,hour,rng,tgt,both
h01_r15_t3,379,100.66500000005118,0.26560686015844637,25.857519788918204,1.006794376053346,249,5600.844999999939,22.493353413654376,32.53012048192771,1.2127524724944934,1,15,3,True
h01_r30_t1,375,-1635.294999999983,-4.3607866666666215,48.0,0.8816959069827346,245,826.5599999999513,3.3737142857140867,53.06122448979592,1.0362392325995236,1,30,1,False
h01_r30_t2,375,228.26000000006644,0.6086933333335105,34.13333333333333,1.0134331392945255,245,704.6949999999988,2.8763061224489745,38.36734693877551,1.0239776016920201,1,30,2,True
h01_r30_t3,375,2524.2450000001127,6.7313200000003,30.133333333333333,1.1420550854611455,245,4909.394999999906,20.038346938775128,33.46938775510204,1.1591089771532157,1,30,3,True
h01_r60_t1,360,965.5049999999716,2.681958333333254,51.388888888888886,1.0641655202663614,236,712.0099999999554,3.0169915254235398,54.66101694915254,1.0262477409104171,1,60,1,True
h01_r60_t2,360,6400.324999999956,17.778680555555432,42.22222222222222,1.3687656915518023,236,2310.0649999999405,9.788411016948901,39.40677966101695,1.0698609035966293,1,60,2,True
h01_r60_t3,360,7804.609999999933,21.67947222222204,36.94444444444444,1.4229045266321203,236,4332.679999999954,18.35881355932184,34.32203389830508,1.126323296357301,1,60,3,True
h02_r15_t1,374,714.8150000000422,1.9112700534760487,52.94117647058824,1.10191616331053,254,1733.6350000000289,6.825334645669405,49.21259842519685,1.138120803069893,2,15,1,True
h02_r15_t2,374,2520.7150000000893,6.739879679144623,38.50267379679144,1.2778144846873523,254,4428.800000000108,17.43622047244137,38.188976377952756,1.273669985067666,2,15,2,True
h02_r15_t3,374,5861.855000000176,15.673409090909562,34.22459893048128,1.6106302501750283,254,6613.855000000097,26.038799212598807,30.314960629921263,1.367230841626151,2,15,3,True
h02_r30_t1,381,1083.1800000000321,2.8429921259843365,53.54330708661418,1.1244261467444692,254,4141.425000000011,16.304822834645712,53.54330708661418,1.2943325303568132,2,30,1,True
h02_r30_t2,381,4040.6500000000897,10.605380577428058,39.107611548556434,1.3683368755745882,254,5268.650000000055,20.74271653543329,38.976377952755904,1.2715166363300956,2,30,2,True
h02_r30_t3,381,5174.360000000182,13.580997375328561,33.33333333333333,1.4274996850156425,254,7178.730000000108,28.262716535433494,31.88976377952756,1.3377485219711878,2,30,3,True
h02_r60_t1,378,1988.0549999999928,5.259404761904743,52.910052910052904,1.1652965777570836,251,2232.3650000000393,8.89388446215155,51.39442231075697,1.1069167976566465,2,60,1,True
h02_r60_t2,378,4828.210000000031,12.77304232804241,41.7989417989418,1.3281406049880256,251,3832.475000000002,15.268824701195228,36.65338645418327,1.1435681247838976,2,60,2,True
h02_r60_t3,378,4584.755000000057,12.128981481481633,34.12698412698413,1.2852798318470238,251,2543.590000000052,10.133824701195426,29.08366533864542,1.0877256998752556,2,60,3,True
h03_r15_t1,364,286.3300000000458,0.786620879121005,50.0,1.0471616612408252,253,-3234.4000000000137,-12.784189723320212,44.26877470355731,0.7535114933725338,3,15,1,False
h03_r15_t2,364,4.910000000056346,0.013489010989165787,33.791208791208796,1.0005970889784253,253,-6155.860000000188,-24.331462450593627,28.458498023715418,0.6457636984123645,3,15,2,False
h03_r15_t3,364,-894.3699999998422,-2.457060439560006,24.725274725274726,0.9038526350303719,253,-5479.21500000018,-21.656976284585692,23.715415019762844,0.7001573578546266,3,15,3,False
h03_r30_t1,379,-1449.129999999953,-3.823562005276921,48.54881266490765,0.8475682265591473,253,-2801.79500000006,-11.074288537549645,43.873517786561266,0.82208978519357,3,30,1,False
h03_r30_t2,379,533.4100000000415,1.4074142480212175,36.93931398416886,1.046901598176732,253,-2904.8000000000216,-11.48142292490127,29.64426877470356,0.8533578073539172,3,30,2,False
h03_r30_t3,379,173.33000000011634,0.45733509234859193,29.023746701846964,1.013762870185327,253,-1249.060000000057,-4.936996047431055,24.50592885375494,0.9406742670251659,3,30,3,False
h03_r60_t1,385,-1697.6050000000282,-4.409363636363709,48.311688311688314,0.8609433478511217,252,-3937.68499999992,-15.62573412698381,43.65079365079365,0.8009298100112844,3,60,1,False
h03_r60_t2,385,526.1499999999617,1.3666233766232772,37.4025974025974,1.0362742739112691,252,-2561.0199999999254,-10.162777777777482,30.952380952380953,0.8942491562915919,3,60,2,False
