month,trades,net_pnl,win_rate
2024-01,9,774.3828898110485,88.88888888888889
2024-02,4,-94.2773749999972,50.0
2024-03,15,-561.4673152439062,40.0
2024-04,28,344.91798774312485,53.57142857142857
2024-05,14,-260.87869112076504,57.14285714285714
2024-06,16,-769.9211780235884,37.5
2024-07,15,-116.59962499999712,40.0
2024-08,16,-72.13898422733662,50.0
2024-09,12,663.8662596502825,75.0
2024-10,6,111.18859887639321,66.66666666666666
2024-11,18,-1206.1363161724762,44.44444444444444
2024-12,11,-192.80087500000283,45.45454545454545
2025-01,6,337.5322191528592,66.66666666666666
2025-02,12,105.14509395648172,41.66666666666667
2025-03,7,438.9087915070173,85.71428571428571
2025-04,51,-2001.1268043503858,43.13725490196079
2025-05,35,-1249.010409373906,45.714285714285715
2025-06,15,735.4015113173156,73.33333333333333
2025-07,13,473.5847615183124,76.92307692307693
2025-08,5,-519.4461500000043,20.0
2025-09,15,844.9914713153175,60.0
2025-10,49,-1842.5147841271212,44.89795918367347
2025-11,23,-504.4993730478821,43.47826086956522
2025-12,23,2008.393125681411,65.21739130434783
2026-01,57,-1953.0002334203632,36.84210526315789
2026-02,72,-1419.3666940427286,36.11111111111111
2026-03,89,-3325.8768162590095,37.07865168539326
2026-04,35,-872.2434916041327,48.57142857142857
2026-05,34,-605.0410135571733,52.94117647058824
2026-06,44,-949.0111858204502,50.0
2026-07,30,669.767278848839,60.0
