month,trades,net_pnl,win_rate
2024-01,46,610.8308413338707,63.04347826086957
2024-02,31,150.21323184788864,61.29032258064516
2024-03,55,-999.677320999234,47.27272727272727
2024-04,108,126.38027866005282,56.481481481481474
2024-05,70,-497.0006727984529,47.14285714285714
2024-06,56,-862.4018226607399,44.642857142857146
2024-07,65,-898.5213503384223,52.307692307692314
2024-08,78,649.1348594444983,58.97435897435898
2024-09,64,695.7747110721904,59.375
2024-10,55,773.5609193815243,65.45454545454545
2024-11,76,-1180.4247475401537,53.94736842105263
2024-12,53,-735.1348042702418,52.83018867924528
2025-01,50,-10.294378762696525,64.0
2025-02,63,3.6086218184424865,52.38095238095239
2025-03,59,814.774898002894,61.016949152542374
2025-04,167,-2130.087325285702,46.10778443113773
2025-05,131,-2169.720491872839,49.61832061068702
2025-06,75,60.95538668575544,56.00000000000001
2025-07,57,-696.7330489825982,56.14035087719298
2025-08,45,-395.5343443928986,53.333333333333336
2025-09,71,-30.35223375316653,57.74647887323944
2025-10,163,-4720.575974834583,41.717791411042946
2025-11,103,608.5680646931643,57.28155339805825
2025-12,105,2362.980132699745,59.04761904761905
2026-01,166,-1630.6400240587295,45.18072289156627
2026-02,215,727.4801489358505,44.18604651162791
2026-03,252,-5640.13096499902,39.682539682539684
2026-04,131,-1867.3151387977741,48.091603053435115
2026-05,120,-2897.8908512826483,46.666666666666664
2026-06,171,-4088.1678890746393,45.02923976608187
2026-07,115,-290.14783852960784,54.78260869565217
