month,trades,net_pnl,win_rate
2024-01,57,530.5652213338817,54.385964912280706
2024-02,36,278.13630684789786,58.333333333333336
2024-03,69,-960.8980359992015,42.028985507246375
2024-04,142,-133.3474610497748,44.36619718309859
2024-05,93,-730.2629100693619,40.86021505376344
2024-06,73,-1134.4098976607108,38.35616438356164
2024-07,81,-709.8461653384032,44.44444444444444
2024-08,98,164.88014773413056,45.91836734693878
2024-09,78,552.8976910722306,51.28205128205128
2024-10,65,681.9925946447136,56.92307692307692
2024-11,99,-1045.8189225401675,42.42424242424242
2024-12,70,-682.5353442702356,47.14285714285714
2025-01,62,-73.78825876265961,51.61290322580645
2025-02,84,-37.96250818154823,44.047619047619044
2025-03,68,711.219928002931,52.94117647058824
2025-04,213,-1861.175975285634,37.08920187793427
2025-05,169,-1797.2967940950512,39.64497041420118
2025-06,97,-318.7527283141984,44.329896907216494
2025-07,70,-552.9002139825562,47.14285714285714
2025-08,54,-715.4679343928619,44.44444444444444
2025-09,91,-466.99515958381323,45.05494505494506
2025-10,211,-3445.6610225328723,33.649289099526065
2025-11,133,291.6694056992943,44.3609022556391
2025-12,128,2213.45372261436,48.4375
2026-01,202,-271.6508316191482,35.64356435643564
2026-02,280,-633.7712230403517,33.214285714285715
2026-03,313,-1419.8628725630426,32.587859424920126
2026-04,163,-1592.874917607196,38.65030674846626
2026-05,157,-2631.58836128263,37.57961783439491
2026-06,206,-2072.377554074581,37.86407766990291
2026-07,148,-604.9450485511751,41.891891891891895
