session_date,hour,mean_abs_dev_pct,bar_range_pct,avg_spread
2025-05-21,10,0.22655993899510196,0.08031651578732585,0.03700277777778385
2025-05-21,11,0.13710600454576696,0.09725087551342033,0.0369986111111056
2025-05-21,12,0.17202241214231032,0.16110011992383777,0.03699722222222211
2025-05-21,13,0.06997858480931814,0.15837513311655488,0.037001388888881416
2025-05-21,14,0.09302959820283165,0.12902254449436504,0.03700000000000677
2025-05-21,15,0.17136176299305825,0.10474819648374076,0.03700000000001498
2025-05-21,16,0.10596448069554416,0.08972159703373836,0.03699999999999098
2025-05-21,17,0.16340960496804322,0.1003356968024516,0.03700000000000803
2025-05-21,18,0.222173721061629,0.06710655323452638,0.03700000000000172
2025-05-21,19,0.4389422734989446,0.08445586532147831,0.03700000000001183
2025-05-21,20,0.251632493231605,0.07037653065114696,0.03700376984127351
2025-05-21,22,0.3067818764928713,0.07773608097956282,0.03737878787878666
2025-05-21,23,0.38036970032494527,0.07549969071659898,0.036998611111104786
2025-05-22,0,0.03140343862056299,0.08001708627900533,0.03700000000000487
2025-05-22,1,0.29726977436419433,0.13980153939665624,0.03700000000000804
2025-05-22,2,0.26574192989588585,0.08924705656629356,0.037000000000009296
2025-05-22,3,0.18787583534441352,0.07301079224136449,0.03700000000000172
2025-05-22,4,0.05683595538240815,0.05721780113689079,0.036999999999994135
2025-05-22,5,0.08651082026238593,0.08622021635726866,0.037000000000003176
2025-05-22,6,0.12261209927684195,0.09303052308281312,0.0370000000000093
2025-05-22,7,0.18500150392222817,0.08658719901041816,0.03699999999998656
2025-05-22,8,0.40692897267274125,0.11997709623133455,0.03700000000001119
2025-05-22,9,0.6624937213862613,0.10626310957914603,0.03700138888888963
2025-05-22,10,0.86171291813412,0.13386288692101284,0.037000000000004876
2025-05-22,11,0.8422846308010042,0.14953564873968822,0.03699861111110623
2025-05-22,12,0.4904840504978923,0.13102575266064495,0.03699999999999098
2025-05-22,13,0.45237862670173695,0.18869598802271068,0.03700416666666607
2025-05-22,14,0.7547846624890197,0.17181170670336182,0.03699861111112517
2025-05-22,15,0.8255333191117349,0.14576441423066117,0.0370013888888833
2025-05-22,16,0.5690373791834277,0.09432036181347456,0.036999999999994766
2025-05-22,17,0.6123112154408453,0.09697824564698768,0.03700277777778133
2025-05-22,18,0.6153666123823806,0.07249831456168696,0.036999999999995405
2025-05-22,19,0.635561704138466,0.07132300060666928,0.036998611111104966
2025-05-22,20,0.6230629439594434,0.045999178586654386,0.03699861111112483
2025-05-22,22,0.47711798692298873,0.0615709842013496,0.036999999999983914
2025-05-22,23,0.3741770830486404,0.05825663726857407,0.03699999999999958
2025-05-23,0,0.10329708676566607,0.148997903602958,0.037002777777764895
2025-05-23,1,0.06137530279442208,0.14280497946348472,0.036998611111104966
2025-05-23,2,0.1416160406402903,0.10960785202249726,0.037001388888894045
2025-05-23,3,0.04266929479638202,0.06719430974412387,0.03700000000000298
2025-05-23,4,0.2999503560582249,0.07094500621093566,0.03700000000001246
2025-05-23,5,0.47383730312641714,0.09259107412265753,0.03700000000001246
2025-05-23,6,0.6383310623207439,0.10179761817548465,0.0370027777777788
2025-05-23,7,0.6189350531643707,0.08171184324511313,0.03700138888888583
2025-05-23,8,0.4342404778026647,0.08255264644652531,0.0369986111111037
2025-05-23,9,0.48152470117023327,0.0829756184802741,0.037000000000000456
2025-05-23,10,0.39348013389886544,0.08477510473100312,0.03699999999999603
2025-05-23,11,0.5172374315224167,0.1841993437175996,0.03699861111111381
2025-05-23,12,1.0382129126262796,0.216849949804866,0.03699861111111129
2025-05-23,13,0.8343020478615614,0.20062278316538854,0.0369999999999973
2025-05-23,14,0.8533827928394144,0.15041065178487634,0.03699999999998909
2025-05-23,15,0.982654158560257,0.09626405970967815,0.03700000000000361
2025-05-23,16,1.005986452207726,0.0723830907620236,0.037000000000014355
2025-05-23,17,1.0064958687862144,0.07429552097467168,0.03700000000000109
2025-05-23,18,1.0036341073873676,0.05217428826816982,0.03699999999999919
2025-05-23,19,0.9058372197307971,0.06474096604331316,0.03699861111111065
2025-05-23,20,0.7725287384793343,0.056728310362998385,0.03700000000000581
2025-05-26,0,0.07444352048690898,0.1297116539898457,0.03700000000000172
2025-05-26,1,0.10454070227405854,0.12917114247909087,0.037001388888885836
2025-05-26,2,0.23741232384787506,0.11205313706174559,0.03699999999999729
2025-05-26,3,0.11000383524200585,0.06607979991164639,0.03700138888888837
2025-05-26,4,0.12119612186574098,0.05951982502292053,0.036999999999995405
2025-05-26,5,0.06927042842029978,0.0925521938862046,0.037000000000016554
2025-05-26,6,0.09924997180638313,0.08135937827879741,0.03700138888889784
2025-05-26,7,0.2786988069466083,0.0818741809235064,0.03700138888888457
2025-05-26,8,0.24634444331075145,0.08645964198338431,0.036999999999994766
2025-05-26,9,0.3511707841106599,0.09438218635877699,0.03700138888889215
2025-05-26,10,0.3007802684877386,0.04883260900410255,0.03699999999999176
2025-05-26,11,0.26031661378234666,0.04376734176649872,0.036999999999993614
2025-05-26,12,0.2233439056879227,0.07749641176484601,0.037000000000001414
2025-05-26,13,0.09236961575653806,0.07266247469449749,0.03699999999999445
2025-05-26,14,0.039976722495499904,0.07659340257470251,0.037001388888890895
2025-05-26,15,0.016574980750213627,0.04382855071969527,0.037000000000016124
2025-05-26,16,0.05369576246297952,0.04183810693397313,0.037001436781610726
2025-05-26,17,0.06373776346287983,0.028320828078219885,0.03700000000000296
2025-05-26,18,0.06736874498353208,0.021865761845154853,0.03699999999998466
2025-05-26,22,0.20552997831595138,0.05391799146893685,0.03699999999998918
2025-05-26,23,0.20960681865026543,0.03982899179571609,0.03699856321838862
2025-05-27,0,0.03931681884884546,0.0729775159431977,0.036999999999993385
2025-05-27,1,0.17251222043330885,0.10235274445880609,0.037000000000013716
2025-05-27,2,0.04176423288954506,0.06901307478543836,0.037000000000023195
2025-05-27,3,0.07652064523542107,0.05700982927644569,0.036998611111118226
