param,trades,sessions,win_rate,pf,net_pnl,exp_usd,exp_R,mean_session,ci_lo,ci_hi,max_dd_pct,sharpe
B_t0.35_s1_fixed_r1.5_e0_h12,2972,368,49.32705248990579,0.9106350661982541,-6544.474932499959,-2.202044055349919,-0.01365308713826095,-17.783899273097735,-37.163600333219755,1.254422426121119,-69.78624171907704,-1.5047915288850626
B_t0.25_s0.6_fixed_r1.5_e0.45_h24,3818,379,40.72812991094814,0.906818109640609,-8126.740120000301,-2.1285332949188844,-0.03553325969896797,-21.4425860686024,-37.170151094657044,-5.936459032652095,-88.77170267745265,-2.177438483493663
B_t0.35_s0.6_fixed_r1.5_e0_h0,2376,368,40.235690235690235,0.915964264669856,-6797.4614964998555,-2.860884468223845,-0.03445246695631895,-18.471362762227884,-37.22605636732304,-0.6121045587970052,-73.90035355164517,-1.6315969217913588
B_t0.35_s0.8_vwap_static_e0_h12,3079,368,47.547905164014296,0.9077140740160169,-6913.755936283997,-2.2454549971692095,-0.018853322503012897,-18.787380261641314,-37.43586764962654,-0.5860624954779496,-74.40560236772032,-1.6340377880604808
B_t0.35_s1_vwap_static_e0_h12,2943,368,49.37138973836221,0.9042055437762656,-6893.016424123082,-2.342173436671112,-0.014797912367144969,-18.731022891638823,-37.5049855773543,-0.34775820725744966,-73.19629283460316,-1.6377363504597646
B_t0.35_s0.6_fixed_r1.0_e0_h12,3878,368,49.04589994842702,0.9108724656548282,-7731.379057000103,-1.9936511235173036,-0.021354162563827946,-21.009182220108997,-37.68892358505514,-4.95872076338295,-79.02469436660981,-2.076344830890635
B_t0.25_s0.6_vwap_static_e0.45_h12,4153,379,40.934264387189984,0.9065738842146753,-7742.594277161912,-1.8643376540240577,-0.029418303263312722,-20.429008646865217,-38.00955060551786,-3.769956839738488,-78.62092729878991,-1.908482417029807
B_t0.25_s0.8_fixed_r1.5_e0.45_h0,2544,379,39.58333333333333,0.904803692270178,-7821.650259999968,-3.074548058176088,-0.04511798555329935,-20.63759963060679,-38.396814219656974,-3.0841207440632523,-89.09324861114695,-1.8634048914337333
B_t0.25_s0.8_fixed_r1.5_e0.45_h12,3955,379,45.714285714285715,0.903966819951734,-8102.80694000001,-2.048750174462708,-0.02490021204389452,-21.379437836411654,-38.57900382915574,-4.6707515659627985,-84.36454059798778,-2.013906995327251
B_t0.25_s0.8_vwap_static_e0.45_h12,3789,379,45.07785695434151,0.9039323521597739,-7812.641101303254,-2.061926920375628,-0.025172108424907535,-20.61382876333314,-38.62417269811604,-3.00554511939626,-80.8950445246664,-1.8373095211879513
B_t0.35_s0.8_fixed_r1.0_e0_h12,3302,368,49.454875832828584,0.9035477566874065,-7718.963107999949,-2.3376629642640667,-0.019718699501520717,-20.97544322826075,-38.974659112499594,-3.5025244913040425,-77.76381719019993,-1.9032188081621992
B_t0.35_s1_vwap_static_e0_h24,1987,368,48.01207851031706,0.8974425322000855,-6910.486768684823,-3.4778494054780187,-0.02565942308252461,-18.77849665403486,-38.97979320733597,0.8826312582660942,-75.82680620805431,-1.5273200148551858
B_t0.25_s0.6_fixed_r1.0_e0.45_h12,5059,379,48.191342162482705,0.8961441889222828,-9415.580470000263,-1.8611544712394272,-0.028600947560321256,-24.843220237467715,-39.063588068601746,-10.790410812665613,-94.2621495694563,-2.795243034701875
B_t0.25_s1_vwap_static_e0.45_h12,3573,379,46.96333613210187,0.8992335887399158,-7985.405069448984,-2.234930050223617,-0.02297504450248012,-21.069670367939295,-39.423263462019335,-3.0670656547164503,-85.15279527681167,-1.8528768417733805
B_t0.35_s0.6_vwap_static_e0_h24,2457,368,40.74074074074074,0.9029375102449352,-7164.455125288505,-2.9159361519285736,-0.03604248297800928,-19.46862805784921,-39.88668515549245,0.0625641456316744,-80.5842178906936,-1.5663290901503004
B_t0.25_s0.6_fixed_r1.5_e0.45_h12,4569,379,43.22608885970672,0.8930154709045092,-9515.841170000176,-2.0826966885533325,-0.034545655384176366,-25.107760343008394,-40.56099799439356,-10.016782941457294,-95.36289144832412,-2.61666780825062
B_t0.25_s1_fixed_r1.0_e0.45_h12,3812,379,48.58342077649528,0.8956338265534852,-8680.866074999862,-2.277247134050331,-0.023622592150651312,-22.904659828495696,-40.625443497690796,-5.983466451187491,-87.48294775185646,-2.127131843376591
B_t0.35_s0.6_fixed_r1.5_e0_h12,3551,368,45.789918332863984,0.9009718150041035,-8251.44540650017,-2.323696256406694,-0.026314047449533487,-22.422405995924397,-41.26070968440965,-4.771084449796806,-85.06016136374176,-1.9786882422785865
B_t0.35_s0.6_vwap_static_e0_h12,3346,368,44.59055588762701,0.8968471176640535,-8185.188631803185,-2.4462607985066303,-0.027414641706876013,-22.24236041250867,-41.92038127170742,-3.4187983408674887,-83.47021677417254,-1.8612681733358185
B_t0.25_s1_fixed_r1.5_e0.45_h12,3643,379,46.856986000549,0.8896435929502827,-9026.773424999521,-2.477840632720154,-0.026195645860517876,-23.817344129286358,-41.93271184613973,-6.165310783310441,-94.11951691663913,-2.1180922220502545
B_t0.25_s0.8_fixed_r1.0_e0.45_h12,4237,379,48.666509322633935,0.8880852808368327,-9786.877860000131,-2.309860245456722,-0.02945346174419703,-25.822896728232546,-42.378306535620474,-9.964532751979068,-97.94871995760543,-2.5424657880134505
B_t0.25_s1_fixed_r1.0_e0_h0,3048,382,48.68766404199475,0.9131412179288529,-9015.736474999803,-2.9579187910104343,-0.03235831272018238,-23.601404384816252,-42.50423166066681,-4.890379160667343,-95.37961544959698,-1.994479742590793
B_t0.25_s1_fixed_r1.0_e0_h24,3627,382,48.77309070857458,0.9103916742230534,-9183.061424999816,-2.5318614350702555,-0.026053853830855102,-24.039427814135667,-42.53350909194971,-6.113692784685858,-97.05045945165827,-2.08278584468366
B_t0.25_s1_fixed_r1.5_e0_h24,3271,382,44.97095689391624,0.9144891627054216,-8369.390699999547,-2.5586642311218424,-0.024798039226131795,-21.909399738218728,-42.712175389395924,-1.5849172954834616,-90.53156351259041,-1.7080403865662055
B_t0.35_s0.8_vwap_static_e0_h0,1400,368,36.285714285714285,0.8755925738026475,-8090.635217690819,-5.779025155493443,-0.06411873405334435,-21.985421787203325,-43.24677592969136,-1.2974485875625457,-87.42996766440857,-1.6950991857999917
B_t0.35_s1_fixed_r1.5_e0_h0,1333,368,40.88522130532633,0.8861628056197767,-7943.418560000091,-5.959053683420923,-0.05102288631303099,-21.585376521739384,-43.825021121773005,-0.0589846390971274,-87.18044985400748,-1.5895780016557317
B_t0.35_s0.6_vwap_static_e0_h0,1757,368,30.9049516220831,0.8777412197381352,-8451.033548712634,-4.809922338481863,-0.0651630575909283,-22.964765078023472,-44.49481899435443,-2.3760599398125164,-89.82903793112649,-1.7579225282719013
B_t0.25_s0.8_fixed_r1.5_e0_h0,3255,382,39.69278033794163,0.9092660811879814,-9613.689530000025,-2.9535144485407145,-0.03955651133830883,-25.166726518324698,-44.76067118586401,-5.89317095091594,-101.73335910710695,-2.059947780504935
B_t0.25_s0.8_fixed_r1.0_e0_h0,4057,382,48.33620902144442,0.9071964920519329,-10491.612000000034,-2.586051762386008,-0.0332387363640705,-27.46495287958127,-45.95393804057588,-10.016767672775357,-104.80884287133459,-2.4215479464889142
B_t0.35_s1_vwap_static_e0_h0,1216,368,40.95394736842105,0.8622045977478702,-8774.845543695212,-7.216155874749352,-0.06192881138697982,-23.844688977432646,-46.06071713068592,-2.3584964847156544,-92.71741235442984,-1.7667718021206802
B_t0.25_s1_vwap_static_e0_h24,3055,382,44.746317512274956,0.8928609024146473,-9737.285323353894,-3.1873274380863807,-0.03475370592322932,-25.490275715586115,-46.681013467762696,-5.273573025254154,-101.51279354886545,-1.9509428600185093
B_t0.25_s0.8_fixed_r1.0_e0_h24,4480,382,48.4375,0.9002345096764379,-11265.584400000174,-2.514639375000039,-0.032456410684331576,-29.49105863874393,-47.6964748324608,-12.097941967277706,-112.52613239176455,-2.6265482257166757
B_t0.25_s1_fixed_r1.0_e0_h12,4734,382,48.71144909167723,0.8959838414049333,-11161.563049999904,-2.3577446239966,-0.023681732970475843,-29.218751439790335,-47.91049912140062,-11.478178687827642,-111.39867823185021,-2.5633742683319145
B_t0.25_s1_fixed_r1.5_e0_h0,2504,382,39.8961661341853,0.8976634925059032,-10196.85946249961,-4.072228219848087,-0.04610916255701435,-26.693349378271247,-48.26394626063338,-5.0602138547114945,-104.94937460771416,-1.9613983804519175
B_t0.25_s1_fixed_r1.5_e0_h12,4490,382,46.83741648106904,0.894275746261162,-10983.630599999311,-2.4462428953227864,-0.02351272457152059,-28.75295968586209,-48.329694897739735,-9.145362248853376,-109.4989247577663,-2.30031870501789
B_t0.25_s0.6_fixed_r1.5_e0_h0,4628,382,39.00172860847018,0.8997965977169041,-11635.068742500322,-2.5140597974287644,-0.042886304811784376,-30.45829513743541,-48.636441611420835,-12.919447999183243,-115.62577454308347,-2.7218374477148393
B_t0.25_s1_vwap_static_e0_h0,2054,382,38.1207400194742,0.8780542184471647,-10315.62454455098,-5.022212533861237,-0.06039904282615003,-27.00425273442666,-48.87774475011398,-5.825897076850234,-111.37936597921512,-1.976062608606052
B_t0.25_s0.8_fixed_r1.5_e0_h12,4920,382,45.46747967479675,0.8950213892046344,-11452.516490000091,-2.3277472540650592,-0.02874048831950505,-29.98040965968611,-49.0328385647906,-11.793863855366645,-114.13221072541704,-2.5633731402267075
B_t0.25_s0.8_vwap_static_e0_h12,4657,382,44.66394674683272,0.8931808991485819,-11056.053828185855,-2.374072112558698,-0.0287926876692181,-28.942549288444663,-49.227705682350184,-9.67247943102924,-109.95358960732023,-2.321992513598338
B_t0.25_s0.6_fixed_r1.5_e0_h24,4993,382,40.29641498097336,0.8950782662235063,-12181.822737500219,-2.4397802398358137,-0.041848929184763545,-31.88958831806342,-49.27930058605992,-14.51961878305012,-121.4976602471202,-2.8938503801604236
B_t0.25_s0.6_vwap_static_e0_h24,3949,382,35.19878450240567,0.8827819959035414,-11526.229109702883,-2.918771615523647,-0.051740564462748724,-30.173374632730088,-49.84403325717814,-11.060501570418577,-114.75570584717967,-2.4804465973085588
B_t0.25_s1_vwap_static_e0_h12,4367,382,46.85138539042821,0.8867835471943616,-11373.5089847045,-2.6044215673699336,-0.026290712126619986,-29.773583729592946,-50.027305264655006,-10.473188717032368,-113.4299382196287,-2.4087420895516547
B_t0.25_s0.8_vwap_static_e0_h0,2433,382,33.08672420879573,0.8760298182561913,-10939.24179622385,-4.496194737453289,-0.06802805788199331,-28.636758628858257,-50.339387028719486,-7.854494972313007,-112.98090064422684,-2.1402255638498473
B_t0.25_s0.8_fixed_r1.5_e0_h24,3865,382,42.276843467011645,0.8869585948333162,-12134.057910000116,-3.1394716455368994,-0.04369526029404833,-31.764549502618134,-50.46141399803679,-13.422906636780736,-122.09531699669162,-2.703751015358814
B_t0.25_s0.8_fixed_r1.0_e0_h12,5370,382,48.472998137802605,0.8910266197251913,-12434.447580000178,-2.315539586592212,-0.028363233268206493,-32.550909895288434,-50.5455175680633,-15.279899468586684,-124.09923895607646,-2.9219607205049907
B_t0.25_s0.6_vwap_static_e0_h0,2999,382,27.109036345448484,0.8727105053548934,-11463.532667673979,-3.8224517064601464,-0.07309037866994256,-30.009247821136093,-50.85608552398629,-9.576497408079613,-114.13487490383748,-2.3248570993643773
B_t0.25_s0.8_vwap_static_e0_h24,3411,382,40.51597771914395,0.8733654708736621,-12242.90310359322,-3.5892416017570272,-0.05128311396741167,-32.04948456438018,-52.227427740065615,-11.954727374489282,-121.35124734689693,-2.5071891887421747
B_t0.25_s0.6_vwap_static_e0_h12,5201,382,39.83849259757739,0.8777408965235678,-13201.104998099123,-2.5381859254180204,-0.044204971985912694,-34.5578664871705,-54.37906427816324,-14.795591381293907,-131.14226570383735,-2.814814556373637
B_t0.25_s0.6_fixed_r1.0_e0_h24,5915,382,47.895181741335584,0.8804391256258065,-14520.085465000264,-2.4547904420964097,-0.04161898446856108,-38.01069493455569,-54.49401275785415,-21.89532868848296,-144.7992029163373,-3.702357243041428
B_t0.25_s0.6_fixed_r1.0_e0_h0,5678,382,47.8513561113068,0.8792032625909942,-14668.158825000279,-2.5833319522719758,-0.044835937700929536,-38.39832153141436,-54.74034885307652,-22.408468078535243,-145.98217699063912,-3.741354935496056
B_t0.25_s0.6_fixed_r1.5_e0_h12,5847,382,42.722763810501114,0.879844344571057,-14179.225487500187,-2.425042840345508,-0.04206286364434207,-37.118391328534535,-54.902914355694406,-20.082378306774093,-141.11727006899636,-3.3675856993278774
B_t0.25_s0.6_fixed_r1.0_e0_h12,6566,382,47.54797441364605,0.8737054892637398,-15414.072865000297,-2.347559071733216,-0.04023024478018426,-40.350976086388236,-56.428479503927825,-24.378099146924715,-153.6978424844461,-3.95191306561182
