month,trades,net_pnl,win_rate
2024-01,14,509.1037137381547,64.28571428571429
2024-02,12,143.93335352845642,75.0
2024-03,20,-915.251368019764,40.0
2024-04,47,400.90111718367984,61.702127659574465
2024-05,32,17.40131768066719,65.625
2024-06,20,-1198.9480215793938,35.0
2024-07,25,-338.38244373493126,48.0
2024-08,31,591.9919519013328,61.29032258064516
2024-09,20,394.9200358258131,70.0
2024-10,14,-225.5744011236127,42.857142857142854
2024-11,30,-1371.6568574469973,53.333333333333336
2024-12,22,-281.2653029563902,50.0
2025-01,18,561.0382298135777,55.55555555555556
2025-02,23,26.21387861813817,52.17391304347826
2025-03,21,779.9986316200128,66.66666666666666
2025-04,70,-1014.1221702538118,58.57142857142858
2025-05,54,-2056.794924755293,57.407407407407405
2025-06,30,874.8638712460653,66.66666666666666
2025-07,21,-223.5387911047493,52.38095238095239
2025-08,14,-784.6791282700631,21.428571428571427
2025-09,25,-342.6972631306897,48.0
2025-10,72,-3026.6309478402036,54.166666666666664
2025-11,43,575.4904374301694,62.7906976744186
2025-12,39,2040.928454761975,71.7948717948718
2026-01,71,-4002.223528335787,49.29577464788733
2026-02,102,-1789.1786560634464,52.94117647058824
2026-03,109,-4093.8104410411765,54.12844036697248
2026-04,64,1292.3983925773844,62.5
2026-05,47,-1730.6971408170193,57.446808510638306
2026-06,71,-1168.982806120031,60.56338028169014
2026-07,42,208.29252947167424,57.14285714285714
