session_date,pnl,equity
2024-01-03,-21.999999999998817,9978.000000000002
2024-01-05,312.84197660098346,10290.841976600985
2024-01-11,134.31441601050147,10425.156392611487
2024-01-12,127.39697965570876,10552.553372267195
2024-01-16,15.500000000001183,10568.053372267195
2024-01-17,28.439999999999873,10596.493372267196
2024-01-24,38.54999999999954,10635.043372267195
2024-01-31,139.339517543853,10774.382889811048
2024-02-01,48.70000000000054,10823.082889811049
2024-02-02,25.45000000000009,10848.53288981105
2024-02-13,-162.7399999999995,10685.79288981105
2024-03-01,-209.10816249999823,10476.68472731105
2024-03-04,-154.84999999999962,10321.834727311052
2024-03-05,112.52000000000116,10434.354727311053
2024-03-06,-34.240000000002695,10400.11472731105
2024-03-08,-4.559999999999673,10395.55472731105
2024-03-12,-4.5799999999992,10390.974727311052
2024-03-20,-205.50347500000169,10185.47125231105
2024-03-21,-62.069999999997165,10123.401252311052
2024-03-26,129.22935975608817,10252.63061206714
2024-03-28,-202.72000000000224,10049.910612067139
2024-04-01,85.0300000000032,10134.940612067141
2024-04-02,163.60712037036302,10298.547732437504
2024-04-03,-21.910000000000945,10276.637732437503
2024-04-05,-237.05527499999914,10039.582457437504
2024-04-08,13.61796296295488,10053.200420400459
2024-04-09,155.4432438478687,10208.643664248328
2024-04-10,208.12401162791377,10416.76767587624
2024-04-11,-193.05000000000126,10223.71767587624
2024-04-12,-189.2576943996524,10034.459981476588
2024-04-15,215.56654999999284,10250.02653147658
2024-04-16,166.89904000000917,10416.92557147659
2024-04-17,-11.710000000001127,10405.215571476589
2024-04-19,117.02522522522649,10522.240796701815
2024-04-22,-196.05000000000308,10326.190796701812
2024-04-23,134.81346560845722,10461.004262310269
2024-04-25,100.23999999999596,10561.244262310265
2024-04-30,-134.73000000000246,10426.514262310264
2024-05-01,-171.75000000000017,10254.764262310262
2024-05-02,99.72451937984879,10354.488781690112
2024-05-03,192.62182539682436,10547.110607086935
2024-05-09,-155.89000000000232,10391.220607086934
2024-05-10,163.78054487180344,10555.001151958737
2024-05-15,-110.04999999999946,10444.951151958738
2024-05-17,-112.85000000000146,10332.101151958735
2024-05-20,139.52389423075311,10471.625046189489
2024-05-22,-119.74999999999746,10351.875046189492
2024-05-23,-154.55999999999966,10197.315046189493
2024-05-31,27.05000000000091,10224.365046189494
2024-06-03,-62.610000000002586,10161.75504618949
2024-06-04,74.22000000000189,10235.975046189493
2024-06-05,-23.12999999999938,10212.845046189494
2024-06-07,-704.6599250000004,9508.185121189492
2024-06-12,128.16797197641046,9636.353093165902
2024-06-13,63.309999999998396,9699.663093165902
2024-06-14,-36.78999999999924,9662.873093165903
2024-06-20,-53.54000000000106,9609.333093165902
2024-06-21,-144.91000000000275,9464.423093165899
2024-06-26,15.219999999996435,9479.643093165894
2024-06-27,-40.079999999996474,9439.563093165898
2024-07-03,-30.640000000001418,9408.923093165897
2024-07-05,-75.41999999999753,9333.503093165898
2024-07-08,70.81000000000294,9404.313093165902
2024-07-11,-164.61000000000075,9239.703093165901
2024-07-15,72.7400000000005,9312.443093165903
2024-07-16,-140.31999999999988,9172.123093165901
2024-07-18,-29.020000000003346,9143.103093165899
2024-07-19,-17.99000000000269,9125.113093165895
2024-07-22,112.98000000000393,9238.0930931659
2024-07-24,29.24000000000142,9267.3330931659
2024-07-25,91.54999999999909,9358.8830931659
2024-07-29,109.46000000000076,9468.3430931659
2024-07-30,-43.64999999999618,9424.693093165904
2024-07-31,-83.86000000000259,9340.833093165902
2024-08-02,50.14000000000287,9390.973093165905
2024-08-05,-61.827525000004584,9329.1455681659
2024-08-06,-72.78999999999833,9256.355568165902
2024-08-08,-129.69999999999635,9126.655568165905
2024-08-12,-190.37999999999846,8936.275568165907
2024-08-14,36.52999999999956,8972.805568165906
2024-08-15,193.6689176245198,9166.474485790426
2024-08-16,-220.10000000000053,8946.374485790426
2024-08-20,123.29614814814413,9069.67063393857
2024-08-22,43.569999999996796,9113.240633938567
2024-08-23,45.759999999997305,9159.000633938564
2024-08-30,65.29999999999909,9224.300633938563
2024-09-03,157.71853448276198,9382.019168421324
2024-09-06,3.3000000000009093,9385.319168421325
2024-09-12,-194.3200000000008,9190.999168421326
2024-09-18,257.7540191740478,9448.753187595372
2024-09-19,140.05909090908227,9588.812278504454
2024-09-20,0.7800000000013824,9589.592278504457
2024-09-24,-44.17000000000208,9545.422278504455
2024-09-26,201.28154008439816,9746.703818588852
2024-09-27,119.70999999999712,9866.41381858885
2024-09-30,47.6600000000024,9914.073818588851
2024-10-01,67.97000000000189,9982.043818588854
2024-10-04,221.52589887638607,10203.56971746524
2024-10-08,7.880000000001746,10211.449717465242
2024-10-23,-49.58999999999669,10161.859717465244
2024-10-31,-124.82000000000262,10037.039717465243
2024-11-06,-560.1438874999982,9476.895829965244
2024-11-07,-243.0100000000022,9233.885829965242
2024-11-11,-206.51759999999865,9027.368229965243
2024-11-12,121.55451167726532,9148.92274164251
2024-11-13,-149.56999999999715,8999.352741642511
2024-11-14,176.2764110429469,9175.629152685458
2024-11-18,67.33939393938599,9242.968546624845
2024-11-20,22.709999999998946,9265.678546624844
2024-11-25,-424.7521703320804,8840.926376292762
2024-12-05,83.35999999999949,8924.286376292763
2024-12-09,76.6700000000008,9000.956376292763
2024-12-10,-50.77999999999811,8950.176376292766
2024-12-11,-18.160000000000945,8932.016376292764
2024-12-12,-100.75999999999858,8831.256376292766
2024-12-13,-94.34000000000033,8736.916376292766
2024-12-18,-334.6863124999994,8402.230063792766
2024-12-19,43.28999999999887,8445.520063792765
2024-12-20,11.329999999999746,8456.850063792765
2024-12-30,92.09999999999745,8548.950063792761
2025-01-02,-8.960000000000218,8539.99006379276
2025-01-07,192.59221915285872,8732.58228294562
2025-01-10,77.43000000000102,8810.012282945621
2025-01-13,77.25000000000072,8887.262282945621
2025-01-27,49.01000000000003,8936.272282945622
2025-01-30,-49.79000000000106,8886.48228294562
2025-02-03,-36.78999999999924,8849.692282945622
2025-02-04,-16.719999999998617,8832.972282945622
2025-02-06,159.7300000000012,8992.702282945624
2025-02-10,-153.8399999999985,8838.862282945625
2025-02-11,64.49999999999982,8903.362282945625
2025-02-14,-230.55000000000126,8672.812282945624
2025-02-25,80.1600000000024,8752.972282945626
2025-02-26,209.77490401394954,8962.747186959576
2025-02-27,-42.130000000000294,8920.617186959575
2025-02-28,198.69011494252555,9119.307301902101
2025-03-03,13.880000000000837,9133.1873019021
2025-03-04,112.54902777777879,9245.73632967988
2025-03-06,181.8468007662812,9427.58313044616
2025-03-10,2.199999999999636,9429.783130446162
2025-03-13,-173.23999999999904,9256.543130446162
2025-03-21,168.020000000003,9424.563130446164
2025-03-31,133.65296296295293,9558.216093409117
2025-04-01,52.08999999999996,9610.306093409117
2025-04-03,206.00793193640908,9816.314025345526
2025-04-04,-194.7851579196136,9621.528867425914
2025-04-07,-190.95141296296583,9430.577454462948
2025-04-08,-13.529999999999017,9417.047454462949
2025-04-09,-821.7009374999948,8595.346516962953
2025-04-10,-322.39557268519053,8272.950944277763
2025-04-11,26.970000000002802,8299.920944277766
2025-04-14,159.77000000000027,8459.690944277765
2025-04-16,-346.92748750000317,8112.763456777762
2025-04-17,214.16198509484894,8326.925441872612
2025-04-21,-197.94999999999908,8128.9754418726125
2025-04-22,-713.2734969961327,7415.7019448764795
2025-04-23,369.32716747438826,7785.029112350868
2025-04-24,309.3989784946267,8094.428090845495
2025-04-25,-143.21600614405395,7951.21208470144
2025-04-28,14.235250000000292,7965.447334701441
2025-04-30,130.69700435731068,8096.144339058751
2025-05-01,245.53486021506325,8341.679199273814
2025-05-02,138.2800000000014,8479.959199273815
2025-05-05,-551.4013999999964,7928.557799273819
2025-05-06,23.701852519002784,7952.259651792821
2025-05-08,-302.51474714359824,7649.744904649224
2025-05-09,251.16470588236263,7900.909610531587
2025-05-12,-139.78993750000097,7761.119673031586
2025-05-13,133.37104166667524,7894.4907146982605
2025-05-14,-148.4099999999973,7746.080714698264
2025-05-15,-482.19475525889226,7263.885959439372
2025-05-16,113.89280774549825,7377.77876718487
2025-05-20,-475.5281125000023,6902.250654684867
2025-05-22,-47.85000000000146,6854.400654684867
2025-05-23,-95.93999999999888,6758.460654684868
2025-05-27,13.939999999999419,6772.400654684867
2025-05-29,-184.7899999999965,6587.610654684871
2025-06-02,-531.3648250000018,6056.245829684869
2025-06-03,219.90443589744865,6276.150265582318
2025-06-05,336.3143939393864,6612.464659521704
2025-06-06,-223.95000000000272,6388.514659521701
2025-06-11,-21.95999999999749,6366.554659521704
