month,trades,net_pnl,win_rate
2024-01,114,558.5688994517204,47.368421052631575
2024-02,74,-104.9020978415383,47.2972972972973
2024-03,132,-872.294764167814,37.878787878787875
2024-04,237,-695.8524224438761,34.177215189873415
2024-05,173,-1228.9586851920458,35.83815028901734
2024-06,137,-1352.1207685949446,36.496350364963504
2024-07,159,-861.298252360961,39.62264150943396
2024-08,177,394.2730109226006,41.24293785310734
2024-09,135,244.16580273579953,42.96296296296296
2024-10,140,542.7241268274853,50.0
2024-11,168,-1350.667389636208,35.714285714285715
2024-12,134,-1051.3590592164148,38.80597014925373
2025-01,116,-673.051852205755,40.51724137931034
2025-02,151,-133.29271739050765,39.735099337748345
2025-03,142,750.5028469806987,47.88732394366197
2025-04,366,-3416.7236089677745,28.96174863387978
2025-05,282,-2765.752411035094,31.20567375886525
2025-06,187,-148.1310179923081,40.106951871657756
2025-07,135,-1170.3980145623993,39.25925925925926
2025-08,113,430.4049826084184,51.32743362831859
2025-09,169,-268.25191331562667,40.23668639053255
2025-10,343,-4710.256226226773,28.57142857142857
2025-11,234,446.79549688025526,39.743589743589745
2025-12,223,1881.2924504099067,42.152466367713004
2026-01,322,913.700834895089,33.85093167701863
2026-02,431,2647.075666929377,32.48259860788863
2026-03,494,-3795.5436330636,26.923076923076923
2026-04,288,-1690.4990785416537,34.72222222222222
2026-05,278,-2521.9295774540387,33.093525179856115
2026-06,347,-3382.9244686724637,31.412103746397698
2026-07,271,-1999.777938480827,34.31734317343174
