month,trades,net_pnl,win_rate
2024-01,2,247.7669796557085,100.0
2024-02,3,50.000000000000355,66.66666666666666
2024-03,9,-60.650640243906096,55.55555555555556
2024-04,13,693.2962835248903,53.84615384615385
2024-05,8,59.65841361060885,25.0
2024-06,7,-503.2066280235971,57.14285714285714
2024-07,5,-37.509999999993866,40.0
2024-08,7,-182.84999999999616,42.857142857142854
2024-09,4,260.2840191740436,75.0
2024-10,3,76.96000000000403,66.66666666666666
2024-11,7,-1231.831732832086,28.57142857142857
2024-12,4,-82.64000000000375,50.0
2025-02,5,429.6001149425311,80.0
2025-03,2,111.70999999999695,50.0
2025-04,18,-1100.1548751354107,55.55555555555556
2025-05,15,-29.994417137984712,53.333333333333336
2025-06,6,218.91000000000156,66.66666666666666
2025-07,8,755.4708115183115,87.5
2025-08,2,-418.75999999999874,0.0
2025-09,7,851.9771216189498,85.71428571428571
2025-10,23,-1617.9381752584582,52.17391304347826
2025-11,11,-476.86120937745744,45.45454545454545
2025-12,6,40.26837907219567,50.0
2026-01,20,-3080.2110311181827,45.0
2026-02,37,943.9676133078781,48.64864864864865
2026-03,41,-3444.38082064965,43.90243902439025
2026-04,14,-1563.4750040405606,50.0
2026-05,13,393.2891941805688,46.15384615384615
2026-06,18,-2188.5810122949924,55.55555555555556
2026-07,14,512.5334361471644,57.14285714285714
