month,trades,net_pnl,win_rate
2024-01,9,774.3828898110485,88.88888888888889
2024-02,3,-88.58999999999887,66.66666666666666
2024-03,12,-635.8822777439112,33.33333333333333
2024-04,23,376.6036502431249,60.86956521739131
2024-05,11,-202.1492161207699,45.45454545454545
2024-06,13,-784.8019530235948,30.76923076923077
2024-07,14,-98.72999999999574,42.857142857142854
2024-08,13,-116.53245922733868,61.53846153846154
2024-09,11,689.7731846502892,81.81818181818183
2024-10,5,122.9658988763904,60.0
2024-11,15,-1196.1133411724795,46.666666666666664
2024-12,11,-291.9763125000011,45.45454545454545
2025-01,6,337.5322191528592,66.66666666666666
2025-02,10,232.82501895648062,50.0
2025-03,7,438.9087915070173,85.71428571428571
2025-04,40,-1462.0717543503658,50.0
2025-05,26,-1508.5336843738814,46.15384615384615
2025-06,14,730.6930363173162,71.42857142857143
2025-07,12,500.10081151831093,75.0
2025-08,4,-508.53000000000316,25.0
2025-09,14,879.9908463153135,64.28571428571429
2025-10,41,-2505.534621627122,51.21951219512195
2025-11,19,-126.59134804789177,52.63157894736842
2025-12,19,2200.842500681392,78.94736842105263
2026-01,45,-2459.7204334203293,44.44444444444444
2026-02,62,-2652.3735984241284,43.54838709677419
2026-03,69,-4709.223043658049,43.47826086956522
2026-04,27,-125.20979160413556,66.66666666666666
2026-05,26,-194.2487385571468,61.53846153846154
2026-06,38,-1399.539035820436,57.89473684210527
2026-07,25,680.6042038488432,60.0
