month,trades,net_pnl,win_rate
2024-01,9,774.3828898110485,88.88888888888889
2024-02,3,-88.58999999999887,66.66666666666666
2024-03,11,-706.3019402439069,27.27272727272727
2024-04,22,514.3433377431254,63.63636363636363
2024-05,11,-202.1492161207699,45.45454545454545
2024-06,12,-783.5892780235948,33.33333333333333
2024-07,14,-98.72999999999574,42.857142857142854
2024-08,13,-67.38163422733714,61.53846153846154
2024-09,11,689.7731846502892,81.81818181818183
2024-10,5,122.9658988763904,60.0
2024-11,13,-1003.2259161724837,38.46153846153847
2024-12,10,-244.5800000000027,50.0
2025-01,6,337.5322191528592,66.66666666666666
2025-02,10,232.82501895648062,50.0
2025-03,7,438.9087915070173,85.71428571428571
2025-04,35,-1814.3557043503567,54.285714285714285
2025-05,22,-1045.735659373877,54.54545454545454
2025-06,14,768.0147613173224,78.57142857142857
2025-07,12,500.10081151831093,75.0
2025-08,4,-508.53000000000316,25.0
2025-09,14,879.9908463153135,64.28571428571429
2025-10,36,-1866.3762341271108,55.55555555555556
2025-11,17,-130.99099804788625,52.94117647058824
2025-12,19,1879.451150681388,78.94736842105263
2026-01,40,-3261.889183420333,45.0
2026-02,51,-1695.5664484241097,49.01960784313725
2026-03,64,-5212.156816259081,48.4375
2026-04,25,-1045.2656416041466,64.0
2026-05,22,227.6549364428408,63.63636363636363
2026-06,33,-1168.505635820457,57.57575757575758
2026-07,23,752.0618788488458,60.86956521739131
