param,session,side,entry_time,exit_time,bars_held,entry_price,exit_price,stop_price,target_price,range_size,range_pct,exit_reason,price_pnl,risk_price,pnl,weekday,date,hour,rng,tgt,trail_vol,scale,pnl_vt
h01_r60_t3,1706227200000000000,-1,1706244950000000000,1706266900000000000,4386,2021.125,2024.272,2024.272,2011.6840000000002,3.1469999999999345,0.15564310102186518,sl,-3.1469999999999345,3.1469999999999345,-6.433999999999869,Friday,2024-01-26,1,60,3.0,0.7068020812698719,1.153853551147186,-7.423893748080842
h02_r15_t3,1706227200000000000,1,1706235565000000000,1706237830000000000,451,2023.203,2021.8345,2021.8345,2027.3085,1.36850000000004,0.06765142289208671,sl,-1.36850000000004,1.36850000000004,-2.87700000000008,Friday,2024-01-26,2,15,3.0,0.7068020812698719,1.153853551147186,-3.3196366666505464
h05_r60_t2,1706227200000000000,-1,1706253255000000000,1706266105000000000,2570,2021.113,2023.5675,2023.5675,2016.204,2.4545000000000528,0.12132467065134481,sl,-2.4545000000000528,2.4545000000000528,-5.049000000000105,Friday,2024-01-26,5,60,2.0,0.7068020812698719,1.153853551147186,-5.825806579742263
h06_r30_t3,1706227200000000000,-1,1706251445000000000,1706266105000000000,2931,2021.7735,2023.4915,2023.4915,2016.6194999999998,1.7180000000000746,0.08493761436049217,sl,-1.7180000000000746,1.7180000000000746,-3.5760000000001493,Friday,2024-01-26,6,30,3.0,0.7068020812698719,1.153853551147186,-4.126180298902509
h13_r60_t2,1706227200000000000,-1,1706281205000000000,1706306215000000000,4952,2018.787,2018.6,2026.9695000000002,2002.4219999999998,8.182500000000118,0.4041314507615337,session_end,0.1870000000001255,8.182500000000118,0.234000000000251,Friday,2024-01-26,13,60,2.0,0.7068020812698719,1.153853551147186,0.27000173096873115
h01_r60_t3,1706486400000000000,1,1706497145000000000,1706541925000000000,8934,2025.549,2021.1455,2021.1455,2038.7594999999997,4.4034999999998945,0.21764186631792046,sl,-4.4034999999998945,4.4034999999998945,-8.94699999999979,Monday,2024-01-29,1,60,3.0,0.6948512445968453,1.1736988280198672,-10.501083414293506
h02_r15_t3,1706486400000000000,1,1706495105000000000,1706511175000000000,3191,2023.3645000000001,2028.7540000000006,2021.568,2028.7540000000006,1.796500000000151,0.08880248380028911,tp,5.389500000000453,1.796500000000151,10.639000000000905,Monday,2024-01-29,2,15,3.0,0.6948512445968453,1.1736988280198672,12.48698183130443
h05_r60_t2,1706486400000000000,1,1706508980000000000,1706512215000000000,647,2026.9165,2031.2344999999998,2024.7575000000002,2031.2344999999998,2.158999999999878,0.10658709743190647,tp,4.317999999999756,2.158999999999878,8.495999999999512,Monday,2024-01-29,5,60,2.0,0.6948512445968453,1.1736988280198672,9.971745242856219
h06_r30_t3,1706486400000000000,1,1706510480000000000,1706536085000000000,5120,2027.9605000000001,2036.9890000000005,2024.951,2036.9890000000005,3.0095000000001164,0.14843406866438769,tp,9.02850000000035,3.0095000000001164,17.917000000000698,Monday,2024-01-29,6,30,3.0,0.6948512445968453,1.1736988280198672,21.02916190163278
h13_r60_t2,1706486400000000000,-1,1706539000000000000,1706572795000000000,5938,2027.8405,2031.162,2037.6615000000002,2008.1984999999997,9.82100000000014,0.48216159212988857,session_end,-3.3215000000000146,9.82100000000014,-6.783000000000029,Monday,2024-01-29,13,60,2.0,0.6948512445968453,1.1736988280198672,-7.961199150458794
h01_r60_t3,1706572800000000000,-1,1706580105000000000,1706595190000000000,2998,2030.662,2034.0455,2034.0455,2020.5115000000003,3.3834999999999127,0.16658013952163228,sl,-3.3834999999999127,3.3834999999999127,-6.906999999999825,Tuesday,2024-01-30,1,60,3.0,0.6913433955979478,1.1796541293724112,-8.147871071575038
h02_r15_t3,1706572800000000000,-1,1706581655000000000,1706581955000000000,60,2030.133,2031.1715,2031.1715,2027.0175000000004,1.0384999999998854,0.0511436654371939,sl,-1.0384999999998854,1.0384999999998854,-2.216999999999771,Tuesday,2024-01-30,2,15,3.0,0.6913433955979478,1.1796541293724112,-2.6152932048183652
h05_r60_t2,1706572800000000000,1,1706595020000000000,1706600070000000000,1007,2033.392,2037.0829999999999,2031.5335,2037.0829999999999,1.8454999999999018,0.09080978413300898,tp,3.6909999999998035,1.8585000000000491,7.241999999999607,Tuesday,2024-01-30,5,60,2.0,0.6913433955979478,1.1796541293724112,8.54305520491454
h06_r30_t3,1706572800000000000,1,1706599420000000000,1706614060000000000,2926,2036.0895,2032.171,2032.171,2047.845,3.9184999999999945,0.1924988572145803,sl,-3.9184999999999945,3.9184999999999945,-7.976999999999989,Tuesday,2024-01-30,6,30,3.0,0.6913433955979478,1.1796541293724112,-9.410100990003711
h13_r60_t2,1706572800000000000,1,1706623200000000000,1706624720000000000,303,2038.0415,2047.5935000000002,2033.2655,2047.5935000000002,4.776000000000067,0.23436280893837316,tp,9.552000000000135,4.776000000000067,18.96400000000027,Tuesday,2024-01-30,13,60,2.0,0.6913433955979478,1.1796541293724112,22.370960909418724
h01_r60_t3,1706659200000000000,-1,1706666410000000000,1706685490000000000,3776,2034.5059999999999,2037.2575000000002,2037.2575000000002,2026.251499999999,2.7515000000003056,0.13522755113300958,sl,-2.7515000000003056,2.7515000000003056,-5.643000000000611,Wednesday,2024-01-31,1,60,3.0,0.6825580607970381,1.1948376823491504,-6.742469041496986
h02_r15_t3,1706659200000000000,-1,1706667940000000000,1706680560000000000,2489,2033.649,2034.9299999999998,2034.9299999999998,2029.806,1.280999999999949,0.06297871629120498,sl,-1.280999999999949,1.280999999999949,-2.7019999999998983,Wednesday,2024-01-31,2,15,3.0,0.6825580607970381,1.1948376823491504,-3.2284514177072827
h05_r60_t2,1706659200000000000,1,1706680800000000000,1706689430000000000,1719,2035.2150000000001,2039.0370000000003,2033.304,2039.0370000000003,1.9110000000000582,0.09390520340968066,tp,3.8220000000001164,1.9110000000000582,7.504000000000233,Wednesday,2024-01-31,5,60,2.0,0.6825580607970381,1.1948376823491504,8.966061968348303
h06_r30_t3,1706659200000000000,-1,1706682695000000000,1706685085000000000,475,2034.3825000000002,2035.88,2035.88,2029.8900000000003,1.4974999999999454,0.07360349954535134,sl,-1.4974999999999454,1.4974999999999454,-3.134999999999891,Wednesday,2024-01-31,6,30,3.0,0.6825580607970381,1.1948376823491504,-3.7458161341644565
h13_r60_t2,1706659200000000000,1,1706710210000000000,1706731385000000000,4227,2043.2820000000002,2036.0815,2036.0815,2057.6830000000004,7.200500000000147,0.35262913288151687,sl,-7.200500000000147,7.200500000000147,-14.541000000000295,Wednesday,2024-01-31,13,60,2.0,0.6825580607970381,1.1948376823491504,-17.37413473903935
h01_r60_t3,1706745600000000000,1,1706753000000000000,1706753735000000000,147,2041.9969999999998,2047.6804999999995,2040.1025,2047.6804999999995,1.89449999999988,0.09280500368133275,tp,5.68349999999964,1.89449999999988,11.226999999999279,Thursday,2024-02-01,1,60,3.0,0.6798411001410056,1.199612808437606,13.468053000328139
h02_r15_t3,1706745600000000000,1,1706753700000000000,1706773730000000000,4001,2046.134,2041.277,2041.277,2060.705,4.856999999999971,0.23739078349955517,sl,-4.856999999999971,4.856999999999971,-9.853999999999942,Thursday,2024-02-01,2,15,3.0,0.6798411001410056,1.199612808437606,-11.820984614344102
h05_r60_t2,1706745600000000000,-1,1706767230000000000,1706774695000000000,1491,2044.362,2040.281,2046.4025000000001,2040.281,2.0405000000000655,0.0998000575177036,tp,4.081000000000131,2.0405000000000655,8.022000000000261,Thursday,2024-02-01,5,60,2.0,0.6798411001410056,1.199612808437606,9.62329394928679
h06_r30_t3,1706745600000000000,-1,1706771310000000000,1706784070000000000,2551,2042.464,2034.9715,2044.9615,2034.9715,2.4974999999999454,0.12222186878338201,tp,7.492499999999836,2.4974999999999454,14.844999999999672,Thursday,2024-02-01,6,30,3.0,0.6798411001410056,1.199612808437606,17.80825214125587
h13_r60_t2,1706745600000000000,1,1706796110000000000,1706805905000000000,1959,2042.22,2064.849,2030.9054999999998,2064.849,11.31450000000018,0.5546119627954943,tp,22.629000000000133,11.31450000000018,45.118000000000265,Thursday,2024-02-01,13,60,2.0,0.6798411001410056,1.199612808437606,54.12413069108823
h01_r60_t3,1706832000000000000,-1,1706839910000000000,1706851650000000000,2335,2052.9595,2056.107,2056.107,2043.5169999999998,3.1475000000000364,0.1531763594006503,sl,-3.1475000000000364,3.1475000000000364,-6.435000000000072,Friday,2024-02-02,1,60,3.0,0.6933588777348891,1.1762250655760602,-7.569008296982033
h02_r15_t3,1706832000000000000,-1,1706840310000000000,1706847060000000000,1345,2052.9375,2055.4915,2055.4915,2045.2754999999997,2.5540000000000873,0.12438749871546224,sl,-2.5540000000000873,2.5540000000000873,-5.248000000000174,Friday,2024-02-02,2,15,3.0,0.6933588777348891,1.1762250655760602,-6.172829144143369
h05_r60_t2,1706832000000000000,1,1706854050000000000,1706855015000000000,193,2056.564,2054.5325000000003,2054.5325000000003,2060.626999999999,2.031499999999596,0.0988272083003956,sl,-2.031499999999596,2.031499999999596,-4.202999999999192,Friday,2024-02-02,5,60,2.0,0.6933588777348891,1.1762250655760602,-4.9436739506152305
h06_r30_t3,1706832000000000000,-1,1706856910000000000,1706879805000000000,4573,2054.358,2057.031,2057.031,2046.3390000000009,2.6729999999997744,0.1300303769056601,sl,-2.6729999999997744,2.6729999999997744,-5.485999999999549,Friday,2024-02-02,6,30,3.0,0.6933588777348891,1.1762250655760602,-6.4527707097497355
h13_r60_t2,1706832000000000000,-1,1706882580000000000,1706911075000000000,5673,2029.613,2039.738,2057.7225,1973.3940000000005,28.109499999999798,1.383501196373292,session_end,-10.125,28.109499999999798,-20.39,Friday,2024-02-02,13,60,2.0,0.6933588777348891,1.1762250655760602,-23.983229087095868
h01_r60_t3,1707091200000000000,1,1707098410000000000,1707101440000000000,606,2038.3110000000001,2034.5995,2034.5995,2049.4455000000007,3.7115000000001146,0.18211003783757956,sl,-3.7115000000001146,3.7115000000001146,-7.563000000000229,Monday,2024-02-05,1,60,3.0,0.6798374558429165,1.199619239013956,-9.072720304662823
h02_r15_t3,1707091200000000000,-1,1707099300000000000,1707101675000000000,475,2037.466,2033.4024999999995,2038.8205,2033.4024999999995,1.3545000000001437,0.06646741980052627,tp,4.063500000000431,1.3545000000001437,7.9870000000008625,Monday,2024-02-05,2,15,3.0,0.6798374558429165,1.199619239013956,9.581358862005501
h05_r60_t2,1707091200000000000,-1,1707114965000000000,1707121915000000000,1388,2028.9745,2022.7605,2032.0815,2022.7605,3.106999999999971,0.15306745806532837,tp,6.213999999999942,3.106999999999971,12.287999999999883,Monday,2024-02-05,5,60,2.0,0.6798374558429165,1.199619239013956,14.74092120900335
h06_r30_t3,1707091200000000000,-1,1707114955000000000,1707115795000000000,168,2029.143,2030.8485,2030.8485,2024.0265,1.705500000000029,0.08398800973285998,sl,-1.705500000000029,1.705500000000029,-3.5510000000000583,Monday,2024-02-05,6,30,3.0,0.6798374558429165,1.199619239013956,-4.259847917738628
h13_r60_t2,1707091200000000000,-1,1707141820000000000,1707144460000000000,528,2014.9904999999999,2022.801,2022.801,1999.3694999999998,7.810500000000047,0.38743309022347394,sl,-7.810500000000047,7.810500000000047,-15.761000000000095,Monday,2024-02-05,13,60,2.0,0.6798374558429165,1.199619239013956,-18.907198826099073
h01_r60_t3,1707177600000000000,-1,1707185015000000000,1707197750000000000,2543,2026.5325,2028.6525000000001,2028.6525000000001,2020.1724999999997,2.1200000000001182,0.10457552449312285,sl,-2.1200000000001182,2.1200000000001182,-4.380000000000236,Tuesday,2024-02-06,1,60,3.0,0.6763829849447073,1.2057460190222444,-5.281167563317715
h02_r15_t3,1707177600000000000,-1,1707185705000000000,1707197400000000000,2335,2025.296,2027.441,2027.441,2018.924,2.1240000000000236,0.10486825185266127,sl,-2.144999999999982,2.144999999999982,-4.429999999999963,Tuesday,2024-02-06,2,15,3.0,0.6763829849447073,1.2057460190222444,-5.341454864268498
h05_r60_t2,1707177600000000000,-1,1707206600000000000,1707224800000000000,3640,2025.8885,2029.904,2029.904,2017.8575,4.0154999999999745,0.19785505509687895,sl,-4.0154999999999745,4.0154999999999745,-8.17099999999995,Tuesday,2024-02-06,5,60,2.0,0.6763829849447073,1.2057460190222444,-9.852150721430698
h06_r30_t3,1707177600000000000,-1,1707201020000000000,1707224800000000000,4756,2027.1655,2029.7035,2029.7035,2019.5515,2.538000000000011,0.12519169670264463,sl,-2.538000000000011,2.538000000000011,-5.2160000000000215,Tuesday,2024-02-06,6,30,3.0,0.6763829849447073,1.2057460190222444,-6.289171235220053
h13_r60_t2,1707177600000000000,1,1707229605000000000,1707263930000000000,6030,2030.933,2035.238,2026.334,2040.1309999999999,4.598999999999933,0.22663724341302843,session_end,4.305000000000064,4.598999999999933,8.470000000000127,Tuesday,2024-02-06,13,60,2.0,0.6763829849447073,1.2057460190222444,10.212668781118563
h01_r60_t3,1707264000000000000,-1,1707274050000000000,1707290895000000000,3335,2034.3115,2035.8615,2035.8615,2029.6615000000002,1.5499999999999545,0.07616204236132572,sl,-1.5499999999999545,1.5499999999999545,-3.239999999999909,Wednesday,2024-02-07,1,60,3.0,0.6682453259984673,1.2204291742900033,-3.9541905246995
h05_r60_t2,1707264000000000000,-1,1707285600000000000,1707290340000000000,943,2033.3685,2035.5430000000001,2035.5430000000001,2029.0194999999999,2.17450000000008,0.10693467297144778,sl,-2.17450000000008,2.17450000000008,-4.48900000000016,Wednesday,2024-02-07,5,60,2.0,0.6682453259984673,1.2204291742900033,-5.47850656338802
h06_r30_t3,1707264000000000000,-1,1707287420000000000,1707290090000000000,532,2032.6125,2034.3335,2034.3335,2027.4495,1.7210000000000036,0.08466602794077331,sl,-1.7210000000000036,1.7210000000000036,-3.5820000000000074,Wednesday,2024-02-07,6,30,3.0,0.6682453259984673,1.2204291742900033,-4.371577302306801
h13_r60_t2,1707264000000000000,1,1707314510000000000,1707350335000000000,6308,2036.737,2036.396,2032.4275,2045.3560000000002,4.309500000000071,0.21164626613407164,session_end,-0.3410000000001219,4.309500000000071,-0.8220000000002438,Wednesday,2024-02-07,13,60,2.0,0.6682453259984673,1.2204291742900033,-1.00319278126668
h01_r60_t3,1707350400000000000,1,1707358095000000000,1707359220000000000,224,2038.1825,2036.6889999999999,2036.6889999999999,2042.663,1.49350000000004,0.07330899680798049,sl,-1.49350000000004,1.49350000000004,-3.12700000000008,Thursday,2024-02-08,1,60,3.0,0.6661757787085245,1.2242205698509698,-3.828137721924081
