metric,monthly_ac1,monthly_ac3,mae_lastmonth,mae_runningmean,skill_vs_mean_pct,forecastable
avg_spread,0.870133553070875,0.4661208022007454,0.005819090098289148,0.019689649015380253,70.44594297367281,True
realized_vol_pct,0.6983412569954879,0.35485314910590826,0.25656187472873665,0.3014177569628112,14.88163228538949,True
ticks,0.6694517232059417,0.5340525518560343,78312.36973900496,94653.47525862763,17.264136868691658,True
range_pct,0.6348034048376748,0.3242022856070829,0.4768126525586041,0.5142885122254507,7.2869330688876355,True
max_dev_pct,0.6063367246448539,0.36586779635020333,0.2711136061873483,0.2796491664525466,3.0522387652625826,True
ret_pct,0.11803524816183084,0.1896399426176229,0.2470737804515191,0.1917376713462328,-28.860321874548276,False
trendiness,0.06707613600484695,-0.09983200830861057,0.062012926739709026,0.045016696679269975,-37.755391475149615,False
vwap_crosses,-0.031446827222752875,-0.11757940238849733,1.8766942719116633,1.406509422589412,-33.42920010138515,False
