year,sessions,first,last,change_pct,ann_vol_pct,mean_range_pct,mean_rvol_pct,trendiness,trend_days_pct,chop_days_pct,up_days_pct,vwap_crosses,daily_ac1,hurst,avg_spread,ticks_per_day,best_day_pct,worst_day_pct
2024,259,2063.9055,2624.4615000000003,27.1599644460466,15.121894218798698,1.3773551757124247,0.8230598735259712,0.46973304889198647,33.59073359073359,29.72972972972973,55.98455598455598,15.532818532818533,-0.08547900498022683,0.4387175762093888,0.05570952459599774,153017.10424710426,2.155478931963126,-4.017450486881536
2025,255,2623.8775,4318.9275,64.6009579334401,19.341058871573356,1.7162368927435279,1.0228916606430682,0.466729821073534,36.07843137254902,29.411764705882355,59.21568627450981,14.96078431372549,-0.02791651046863697,0.3909223558309679,0.037380357207797685,290160.1019607843,3.713324197801189,-6.130113994366507
2026,150,4348.4375,4043.942,-7.002411785842611,32.9446238015913,2.80850810498246,1.6784902442947376,0.47466197678197697,36.0,30.666666666666664,50.66666666666667,15.32,0.004073797480131473,0.31963772619884395,0.09094775667841944,405319.44,6.585500407493941,-10.058688477055291
