session_date,weekday,bars,ticks,open,high,low,close,range_pct,ret_pct,trendiness,realized_vol_pct,avg_spread,median_spread
2025-02-19,Wednesday,276,195662,2934.1385,2947.1215,2918.6725,2935.4645,0.969586132351984,0.0451921407254641,0.0466097226616048,0.789223812856673,0.0369998783010843,0.0369999999998071
2025-02-20,Thursday,276,194145,2935.4665,2955.0555,2924.2025000000003,2941.6105,1.0510424833667702,0.2093023374649234,0.1991378472109634,0.8011925563668957,0.037000243294202,0.0369999999998071
2025-02-21,Friday,264,200849,2941.6505,2949.8385,2916.7615,2936.5335,1.124436774525042,-0.173949964484215,0.1546996402333878,0.888588888475878,0.0370001265983047,0.0369999999998071
2025-02-24,Monday,276,210008,2936.9425,2956.2795,2921.3965,2950.0765,1.1877317993116927,0.4471997664237558,0.3765157813261499,0.7809298039796875,0.0370000000000009,0.0369999999998071
2025-02-25,Tuesday,276,244796,2950.0365,2952.6315,2888.3095000000003,2918.6845000000003,2.1803798020804037,-1.062766511532988,0.4874226547681979,0.9469697279527473,0.0370000606464898,0.0369999999998071
2025-02-26,Wednesday,276,192433,2918.7165,2930.2205000000004,2890.7485,2919.1975,1.3523752649495304,0.0164798465352911,0.0121858532630779,0.8003261639031521,0.0370000607275164,0.0369999999998071
2025-02-27,Thursday,276,265960,2919.2555,2919.2555,2867.8195,2876.1425,1.7619560877764946,-1.4768491486956274,0.8381872618399595,1.0123867481883355,0.0370001820167439,0.0369999999998071
2025-02-28,Friday,264,244458,2876.1495,2885.1135,2832.6575000000003,2858.3945000000003,1.823827308003276,-0.6173183973920569,0.3384741497636069,0.9210162173566768,0.0369997467873666,0.0369999999998071
2025-03-03,Monday,276,205575,2870.9455,2895.3475,2858.9105,2890.9665,1.2691637650383785,0.6973660767855115,0.5494689464006434,0.720951436720564,0.0369999394012835,0.0369999999998071
2025-03-04,Tuesday,276,222950,2890.9425,2927.9715,2882.0235,2914.4435000000003,1.5893778586049154,0.8129182783815383,0.5114694872464635,0.9228054886634992,0.0369997572078954,0.0369999999998071
2025-03-05,Wednesday,276,264807,2914.4405,2930.1225,2894.3735,2918.3155,1.2266162235942115,0.1329586244769794,0.1083946404095211,0.9499798667975304,0.0369998172180613,0.0369999999998071
2025-03-06,Thursday,276,232999,2918.3165,2926.6635,2891.2385,2910.4395,1.2138847859716286,-0.2699158915765289,0.2223570924488359,0.8421977655692143,0.0370001824151755,0.0369999999998071
2025-03-07,Friday,264,272884,2910.3725,2930.6045,2896.6765,2911.3365000000003,1.1657614274461392,0.0331229078064885,0.0284131101155505,0.9376647412748051,0.0373200101509954,0.0369999999998071
2025-03-10,Monday,276,259726,2916.2705,2918.3915,2880.2725,2884.7645,1.307114686377676,-1.0803524570165852,0.8265169600461743,0.8566179647251423,0.037000060745958,0.0369999999998071
2025-03-11,Tuesday,276,191124,2884.8045,2922.3115,2880.1725,2915.6305,1.4607229016732373,1.0685646115707328,0.7315313604973999,0.6400710194544174,0.0371828205909245,0.0369999999998071
2025-03-12,Wednesday,276,202106,2915.6685,2940.6535000000003,2906.0495,2938.1185,1.1868290239442607,0.7699777941148068,0.6487689284475812,0.6958323984495456,0.0370026736343173,0.0369999999998071
2025-03-13,Thursday,276,207968,2938.1045,2990.0235,2932.9745000000003,2986.5155,1.9416940411751853,1.6476949679631905,0.8485863030026832,0.7816418114408472,0.0370000000000045,0.0369999999998071
2025-03-14,Friday,252,200343,2986.5525,3005.0005,2978.4755,2986.4495,0.8881477891314515,-0.0034487925459226,0.0038831291234708,0.8309674840436907,0.0369999336253814,0.0369999999998071
2025-03-17,Monday,276,149535,2990.0455,3002.8795,2982.2385,2999.9105,0.6903239432309668,0.329928089723042,0.4779322707233053,0.5479613952310024,0.0370048285557121,0.0369999999998071
2025-03-18,Tuesday,276,178318,2999.8835,3038.4135,2999.5245,3031.8535,1.2963503416049214,1.0657080516626811,0.8220833654761122,0.7151466142838979,0.036999999999998,0.0369999999998071
2025-03-19,Wednesday,276,176800,3031.8815,3052.0255,3022.8175,3050.1065,0.9633621894523128,0.6011118838252718,0.623972884141336,0.7087359956811322,0.037036390190469,0.0369999999998071
2025-03-20,Thursday,276,193305,3050.1035,3057.5635,3025.6985,3046.4885,1.0447186464328255,-0.1185205682364626,0.1134473560332719,0.7018877765088175,0.0370100923603902,0.0369999999998071
2025-03-21,Friday,252,193591,3046.4155,3047.5155,2999.4915,3023.5725,1.5764100464956237,-0.7498320567237085,0.4756580043311657,0.7688782937571027,0.0370000000000006,0.0369999999998071
2025-03-24,Monday,276,176490,3024.7885,3033.2875,3002.5185,3009.9905,1.017228146695208,-0.4892242879130153,0.4809386070395489,0.6587251868696321,0.0369998172737241,0.0369999999998071
2025-03-25,Tuesday,276,148226,3010.0255,3036.0225,3007.5725,3021.1205,0.945174716958372,0.3686015284588205,0.3899824253075685,0.5551027553653032,0.0369999388266984,0.0369999999998071
2025-03-26,Wednesday,276,154182,3021.1165,3032.1215,3012.4055,3021.7025000000003,0.6526064122320456,0.0193968024735305,0.0297220531548097,0.5611432722056422,0.0370002430576631,0.0369999999998071
2025-03-27,Thursday,276,208963,3021.6435,3059.8925,3021.6025,3055.7905,1.2671911825468478,1.130080368514682,0.8917994254374502,0.7009466685350533,0.0370024411082631,0.0369999999998071
2025-03-28,Friday,252,213827,3055.8055,3086.8825,3055.0775000000003,3085.0825,1.0408057711788063,0.9580779928565496,0.9205156421946428,0.7738790289161679,0.0370001989257992,0.0369999999998071
2025-03-31,Monday,276,276693,3089.2395,3128.2445,3076.9145,3120.6605,1.661573989326497,1.0171111692699863,0.6121371517631078,0.9754343651973716,0.0370003038590089,0.0369999999998071
2025-04-01,Tuesday,276,272537,3120.6565,3149.1105,3100.8405,3115.2475,1.546789914237582,-0.1733289133232095,0.1120571783716627,0.8869626986277681,0.0370001218175189,0.0369999999998071
2025-04-02,Wednesday,276,319604,3115.2395,3167.8725,3104.8025,3162.7895,2.0245634404674235,1.526367394866436,0.7539242111939125,1.2106344721569076,0.0379888241010681,0.0369999999998071
2025-04-03,Thursday,276,498359,3162.6825,3164.8925,3054.1315,3112.9635,3.5021220119313266,-1.5720515733084195,0.4488854380151864,1.700415861938182,0.0370070943487786,0.0369999999998071
2025-04-04,Friday,252,516370,3112.9875,3136.8365000000003,3015.6365,3038.6255,3.893366099285663,-2.388766418111222,0.6135478547854778,2.017404870860397,0.037066459051153,0.0369999999998071
2025-04-07,Monday,276,684939,3000.0345,3055.9245,2956.4505,2981.4175,3.315761868738515,-0.6205595302320602,0.1871544323139685,2.2304837242967834,0.0371914623069945,0.0369999999998071
2025-04-08,Tuesday,276,333004,2981.4075000000003,3022.8255,2970.0585,2978.4005,1.7698687616503217,-0.1008584032877262,0.0569863740595547,1.3649201441642829,0.0370073912516664,0.0369999999998071
2025-04-09,Wednesday,276,457970,2978.4475,3099.7695000000003,2972.5565,3086.8645,4.271117755139234,3.640050731127524,0.852247804862702,2.073416774308295,0.0371888391235936,0.0369999999998071
2025-04-10,Thursday,276,358841,3086.8255,3191.4035000000003,3078.4975,3189.0525,3.657673554919136,3.3117194347396657,0.905416895470564,1.7507875720861523,0.0371307347778732,0.0369999999998071
2025-04-11,Friday,252,383602,3189.0725,3245.5165,3184.9355,3237.6395,1.8996432348276704,1.5229192813898087,0.801686997573501,1.638911297617647,0.0379252949754716,0.0369999999998071
2025-04-14,Monday,271,263880,3223.7795,3245.8375,3193.6325,3212.7065,1.6193725408329072,-0.3434788266380939,0.2121061201034255,1.17593043304496,0.0371785913744976,0.0369999999998071
2025-04-15,Tuesday,276,184866,3212.6805,3251.8675000000003,3210.0815,3251.8595,1.3006584377126846,1.219511246138547,0.9376106830038776,0.8438294951363364,0.0373105936571488,0.0369999999998071
2025-04-16,Wednesday,276,295511,3251.8845,3357.8585000000003,3251.6705,3350.2125,3.265429630111404,3.0237236285606075,0.9259803367612148,1.3396869530166435,0.0416486895466415,0.0369999999998071
2025-04-17,Thursday,252,308924,3350.2475,3356.3615,3283.9025,3327.7515000000003,2.162795435262614,-0.6714727792498805,0.3104652286120384,1.309890758880248,0.0370000662470999,0.0369999999998071
2025-04-21,Monday,276,296404,3348.1995,3444.3475,3347.5675,3434.6285,2.8905087644866967,2.5813575326082,0.8930460839016359,1.1493093755886126,0.0369999394489827,0.0369999999998071
2025-04-22,Tuesday,276,547337,3434.6035,3500.1735,3315.9085,3336.6405,5.364956973927263,-2.8522360732468885,0.53164192874393,2.6915848280026395,0.037007215182195,0.0369999999998071
2025-04-23,Wednesday,276,494858,3336.6155,3386.7405,3260.1215,3316.4635,3.794833417275671,-0.6039653055618799,0.1591546292420576,2.1341943341884533,0.0370001212121239,0.0369999999998071
2025-04-24,Thursday,272,350508,3316.4305,3370.8695,3306.8185000000003,3349.0555,1.9313234515241453,0.9837383898139884,0.5093597289659844,1.4833585149512032,0.0370443461703814,0.0369999999998071
2025-04-25,Friday,252,321318,3349.0315,3363.2365,3265.1435,3318.8775,2.9289960396012957,-0.9003797067898583,0.3074021591754767,1.3965466226227723,0.03700013252054,0.0369999999998071
2025-04-28,Monday,276,306553,3302.8705,3353.0735,3268.1565,3337.7625,2.5710060385352658,1.0564144128569324,0.4108953448661618,1.2986762833002854,0.0370001211827428,0.0369999999998071
2025-04-29,Tuesday,276,257352,3337.7225,3340.1155,3299.7285,3317.2015,1.2100167104964454,-0.614820435191953,0.5081090449897213,1.1069080498353945,0.0370001213444965,0.0369999999998071
2025-04-30,Wednesday,276,297791,3317.2405,3328.0625,3266.9805,3272.9675,1.8413497604409552,-1.3346334099080286,0.7248125470678742,1.454677462806527,0.0370001818953468,0.0369999999998071
2025-05-01,Thursday,276,318754,3273.0025,3276.4055,3201.9415,3237.3335,2.2750975595038483,-1.089794462424038,0.4790099914052475,1.3663969597906829,0.0370049093884482,0.0369999999998071
2025-05-02,Friday,252,280559,3237.3715,3269.3215,3222.8005000000003,3241.0275,1.436999121046186,0.1129311232893706,0.0785881644848556,1.2163300574793974,0.0370344073190119,0.0369999999998071
2025-05-05,Monday,276,263238,3248.0655,3338.0995000000003,3241.2595,3334.1105,2.98146696856945,2.6491152964741653,0.888527467988434,1.027381107757301,0.0369998182368983,0.0369999999998071
