,ORIGINAL,ORIGINAL,TUNED,TUNED
,close,trough,close,trough
xt,,,,
2025-01-27,3719.099999999884,-1717.699999999977,296.44999999993706,-2978.099999999913
2025-01-28,-1243.9000000001724,-2324.300000000032,-1914.25000000006,-2600.8000000000648
2025-01-29,-1035.7500000001492,-1035.7500000001492,-840.2000000000717,-1404.549999999981
2025-01-30,781.400000000116,-924.8999999999596,1807.5500000001066,-1317.4000000000233
2025-01-31,-2356.650000000087,-2356.650000000087,-2261.1000000000713,-2261.1000000000713
2025-02-03,5997.29999999999,-1494.5000000000582,2814.4000000000306,-2955.7999999999956
2025-02-04,281.2000000001208,-1130.2999999998901,-2202.250000000253,-2272.7000000002063
2025-02-05,7263.000000000233,-254.7999999999447,5535.750000000076,-1255.6000000000167
2025-02-06,1812.249999999989,-1573.6000000000295,-290.2999999999556,-1573.6000000000295
2025-02-07,-1801.300000000043,-3607.300000000054,-5569.7000000000335,-5569.7000000000335
2025-02-10,6095.400000000058,0.0,7947.700000000055,-371.3000000000029
2025-02-11,-1736.6000000000495,-4190.900000000049,-3289.3499999999603,-4938.399999999965
2025-02-12,-3312.6499999999905,-4267.900000000031,-2015.9499999999516,-3456.4999999999854
2025-02-13,1051.200000000148,-2039.6999999999407,1998.8500000000622,-900.1000000000295
2025-02-14,-3210.2999999999665,-3210.2999999999665,-256.84999999996217,-3340.0999999999312
2025-02-17,-590.5999999999549,-1077.7999999999884,-1950.949999999988,-2932.1500000000106
2025-02-18,3976.3999999999614,-153.19999999995343,4417.1499999999705,-1640.9999999999654
2025-02-19,-1829.2499999999163,-1829.2499999999163,-2330.950000000068,-2330.950000000068
2025-02-20,-1996.249999999969,-2494.2999999999975,-2490.2499999998545,-2490.2499999998545
2025-02-21,-4555.049999999988,-4555.049999999988,-6301.849999999989,-6301.849999999989
2025-02-24,2405.4499999998316,-795.4999999999854,-1395.0500000000593,-2733.2999999999884
2025-02-25,-25.300000000066575,-2195.3999999999487,7437.199999999781,0.0
2025-02-26,-1688.9499999997552,-2890.1999999999844,232.70000000013715,-2357.299999999983
2025-02-27,6415.750000000111,0.0,10688.20000000015,0.0
2025-02-28,3499.8999999999287,-1002.00000000004,5283.500000000027,-1462.9000000000487
2025-03-03,-225.94999999997162,-2772.500000000029,-2436.0499999999993,-3475.100000000013
2025-03-04,7095.29999999981,-926.1999999999516,1570.7999999997592,-2057.150000000027
2025-03-05,-3503.7499999999964,-4315.549999999977,-4871.100000000046,-5045.950000000032
2025-03-06,-1548.5499999999374,-1651.700000000037,-1013.6500000000287,-2537.400000000096
2025-03-07,271.74999999986176,-884.8499999999894,-3396.1000000001077,-3671.450000000059
2025-03-10,-1567.7000000002008,-3655.9000000000415,-1065.0000000002583,-3153.200000000099
2025-03-11,5137.049999999766,-687.9999999999782,6310.249999999776,-783.9000000000069
2025-03-12,-282.050000000032,-2394.500000000009,-2240.8500000000677,-3240.3000000000175
2025-03-13,1509.250000000151,-1283.6499999998905,-238.1499999998814,-1975.2999999999174
2025-03-14,-891.0000000001273,-2152.9999999999964,-4403.09999999988,-4403.09999999988
2025-03-17,384.7999999999447,-2180.3000000000884,-1361.800000000032,-2549.1000000000986
2025-03-18,5331.850000000026,-599.1999999999862,7462.649999999918,-1005.3499999999658
2025-03-19,-3335.7500000000127,-3335.7500000000127,-2278.8999999999523,-3674.549999999992
2025-03-20,2529.499999999911,-2159.30000000001,524.6499999999069,-1957.0000000000127
2025-03-21,5749.7999999996355,-635.9000000003198,3768.649999999594,0.0
2025-03-24,1070.8999999999323,-1244.899999999987,-3420.350000000075,-3420.350000000075
2025-03-25,-1389.8500000000295,-2149.6000000000313,-330.8000000000666,-2271.100000000033
2025-03-26,-3047.2500000000364,-3245.2000000000444,-4364.79999999999,-4364.79999999999
2025-03-27,3379.249999999769,0.0,5883.649999999905,-660.4999999999854
