,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL
,none,none,none,real,real,real,fomc_wed,fomc_wed,fomc_wed,fomc_all,fomc_all,fomc_all,am_all,am_all,am_all,all_all,all_all,all_all,none,none,none,real,real,real,fomc_wed,fomc_wed,fomc_wed,fomc_all,fomc_all,fomc_all,am_all,am_all,am_all,all_all,all_all,all_all
,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades
xt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-05,4158.850000000144,-1827.4999999998818,7.0,4158.850000000144,-1827.4999999998818,7.0,4609.650000000125,-1827.4999999998818,7.0,4609.650000000125,-1827.4999999998818,7.0,2874.250000000098,-1675.2999999999993,7.0,2874.250000000098,-1675.2999999999993,7.0,1678.7999999999956,-1389.7000000000153,8.0,1678.7999999999956,-1389.7000000000153,8.0,1904.1999999999862,-1389.7000000000153,8.0,1904.1999999999862,-1389.7000000000153,8.0,1036.4999999999727,-1011.7000000000025,8.0,1036.4999999999727,-1011.7000000000025,8.0
2025-11-06,5426.699999999915,-1756.649999999987,7.0,5426.699999999915,-1756.649999999987,7.0,5426.699999999915,-1756.649999999987,7.0,4414.599999999906,-1756.649999999987,7.0,8718.149999999901,-1756.649999999987,7.0,7706.049999999892,-1756.649999999987,7.0,3417.9000000001397,-1404.699999999999,8.0,3417.9000000001397,-1404.699999999999,8.0,3417.9000000001397,-1404.699999999999,8.0,3417.9000000001397,-1404.699999999999,8.0,6709.350000000126,-1404.699999999999,8.0,6709.350000000126,-1404.699999999999,8.0
2025-11-07,-9734.300000000097,-9734.300000000097,7.0,-9734.300000000097,-9734.300000000097,7.0,-9734.300000000097,-9734.300000000097,7.0,-9734.300000000097,-9734.300000000097,7.0,-6785.900000000105,-6785.900000000105,7.0,-6785.900000000105,-6785.900000000105,7.0,-4693.44999999999,-4693.44999999999,8.0,-4693.44999999999,-4693.44999999999,8.0,-4693.44999999999,-4693.44999999999,8.0,-4693.44999999999,-4693.44999999999,8.0,-3263.699999999977,-3263.699999999977,8.0,-3263.699999999977,-3263.699999999977,8.0
2025-11-10,25741.449999999964,0.0,7.0,25741.449999999964,0.0,7.0,25741.449999999964,0.0,7.0,22989.850000000093,0.0,7.0,22393.899999999827,0.0,7.0,21476.69999999987,0.0,7.0,14549.750000000126,-77.70000000006257,8.0,14549.750000000126,-77.70000000006257,8.0,14549.750000000126,-77.70000000006257,8.0,13632.550000000168,-77.70000000006257,8.0,11839.849999999837,-77.70000000006257,8.0,11839.849999999837,-77.70000000006257,8.0
2025-11-11,-5853.950000000099,-5853.950000000099,7.0,-5853.950000000099,-5853.950000000099,7.0,-5853.950000000099,-5853.950000000099,7.0,-4500.150000000052,-5437.599999999864,7.0,-3548.7999999997774,-3548.7999999997774,7.0,-2194.999999999731,-3641.9499999998407,7.0,-1903.9999999997744,-5124.79999999977,8.0,-1903.9999999997744,-3849.99999999984,8.0,-1903.9999999997744,-5124.79999999977,8.0,-1903.9999999997744,-5124.79999999977,8.0,-1090.0499999998137,-2364.849999999744,7.0,-1090.0499999998137,-2364.849999999744,7.0
2025-11-12,7812.00000000024,-5073.299999999952,7.0,7812.00000000024,-5073.299999999952,7.0,7812.00000000024,-5073.299999999952,7.0,7812.00000000024,-5073.299999999952,7.0,3800.3500000002314,-3725.7999999999774,7.0,3800.3500000002314,-3725.7999999999774,7.0,8656.299999999868,0.0,8.0,8656.299999999868,0.0,8.0,8656.299999999868,0.0,8.0,8656.299999999868,0.0,8.0,2253.4500000000444,0.0,7.0,2253.4500000000444,0.0,7.0
2025-11-13,-303.65000000003783,-5009.400000000092,7.0,-303.65000000003783,-5009.400000000092,7.0,-303.65000000003783,-5009.400000000092,7.0,1184.4499999999025,-5009.400000000092,7.0,5149.999999999978,-5009.400000000092,7.0,6638.0999999999185,-5009.400000000092,7.0,6645.199999999972,-2243.100000000075,8.0,6645.199999999972,-2509.000000000189,8.0,6645.199999999972,-2243.100000000075,8.0,6645.199999999972,-2243.100000000075,8.0,6690.849999999933,-2243.100000000075,7.0,6690.849999999933,-2243.100000000075,7.0
2025-11-14,10286.349999999971,-5380.799999999996,7.0,10286.349999999971,-5380.799999999996,7.0,10286.349999999971,-5380.799999999996,7.0,12220.949999999972,-5380.799999999996,7.0,10286.349999999971,-5380.799999999996,7.0,12220.949999999972,-5380.799999999996,7.0,5191.549999999956,-3718.1999999999753,8.0,5191.549999999956,-3718.1999999999753,8.0,5191.549999999956,-3718.1999999999753,8.0,3256.9499999999553,-3718.1999999999753,8.0,5191.549999999956,-3718.1999999999753,8.0,3256.9499999999553,-3718.1999999999753,8.0
2025-11-17,-1324.0499999998738,-8883.499999999967,7.0,-1324.0499999998738,-8883.499999999967,7.0,-1324.0499999998738,-8883.499999999967,7.0,-6151.850000000035,-7259.049999999988,7.0,-1328.1999999999462,-4228.899999999972,7.0,-3553.9999999999727,-4228.899999999972,7.0,4383.700000000084,-6705.899999999967,8.0,4383.700000000084,-6705.899999999967,8.0,4383.700000000084,-6705.899999999967,8.0,-2547.7500000000473,-3787.7999999999793,8.0,-836.4499999999443,-2719.500000000029,7.0,-836.4499999999443,-2719.500000000029,7.0
2025-11-18,-12506.499999999982,-12506.499999999982,7.0,-12506.499999999982,-12506.499999999982,7.0,-12506.499999999982,-12506.499999999982,7.0,-11555.849999999986,-11555.849999999986,7.0,-12506.499999999982,-12506.499999999982,7.0,-11555.849999999986,-11555.849999999986,7.0,-9270.249999999947,-10643.69999999992,8.0,-9270.249999999947,-10643.69999999992,8.0,-9270.249999999947,-10643.69999999992,8.0,-8715.549999999945,-10643.69999999992,8.0,-10643.69999999992,-10643.69999999992,7.0,-10643.69999999992,-10643.69999999992,7.0
2025-11-19,-7272.499999999922,-7272.499999999922,7.0,-7272.499999999922,-7272.499999999922,7.0,-7272.499999999922,-7272.499999999922,7.0,-7272.499999999922,-7272.499999999922,7.0,403.3000000001048,-3460.5000000000437,7.0,403.3000000001048,-3460.5000000000437,7.0,-414.20000000003347,-681.3999999999978,8.0,-414.20000000003347,-681.3999999999978,8.0,-414.20000000003347,-681.3999999999978,8.0,-414.20000000003347,-681.3999999999978,8.0,2495.8499999999676,-681.3999999999978,8.0,2495.8499999999676,-681.3999999999978,8.0
2025-11-20,-5976.199999999721,-5976.199999999721,7.0,-6706.99999999972,-6706.99999999972,7.0,-5976.199999999721,-6183.149999999743,7.0,-1840.7999999997846,-5503.999999999733,7.0,-6706.99999999972,-6706.99999999972,7.0,-4639.299999999752,-6027.849999999709,7.0,-4684.7499999999,-7157.699999999924,8.0,-4084.1499999999305,-6350.149999999932,7.0,-4684.7499999999,-7157.699999999924,8.0,-2617.049999999932,-7157.699999999924,8.0,-4084.1499999999305,-6350.149999999932,7.0,-4084.1499999999305,-6350.149999999932,7.0
2025-11-21,-10040.849999999931,-10040.849999999931,7.0,-10040.849999999931,-10040.849999999931,7.0,-10040.849999999931,-10040.849999999931,7.0,-10040.849999999931,-10040.849999999931,7.0,-8593.69999999992,-8593.69999999992,7.0,-8593.69999999992,-8593.69999999992,7.0,-10142.949999999979,-10142.949999999979,8.0,-10142.949999999979,-10142.949999999979,8.0,-10142.949999999979,-10142.949999999979,8.0,-10142.949999999979,-10142.949999999979,8.0,-10142.949999999979,-10142.949999999979,8.0,-10142.949999999979,-10142.949999999979,8.0
2025-11-24,4179.600000000097,-7883.999999999949,7.0,4179.600000000097,-7883.999999999949,7.0,4179.600000000097,-7883.999999999949,7.0,2279.150000000187,-7883.999999999949,7.0,2662.250000000109,-7883.999999999949,7.0,761.8000000001994,-7883.999999999949,7.0,1059.4000000000906,-2794.5999999998767,8.0,1059.4000000000906,-2794.5999999998767,8.0,1059.4000000000906,-2794.5999999998767,8.0,1059.4000000000906,-2794.5999999998767,8.0,-457.94999999989705,-1148.9999999998508,8.0,-457.94999999989705,-1148.9999999998508,8.0
2025-11-25,-8602.049999999956,-8602.049999999956,6.0,-8602.049999999956,-8602.049999999956,6.0,-8602.049999999956,-8602.049999999956,6.0,-7678.8499999999585,-7678.8499999999585,6.0,-7639.499999999945,-7639.499999999945,6.0,-6716.299999999948,-6716.299999999948,6.0,-4676.149999999921,-5322.949999999848,8.0,-4676.149999999921,-5322.949999999848,8.0,-4676.149999999921,-5322.949999999848,8.0,-4676.149999999921,-5322.949999999848,8.0,-3713.5999999999112,-5726.799999999843,8.0,-3713.5999999999112,-5726.799999999843,8.0
2025-11-26,-6726.949999999964,-8695.399999999965,7.0,-6726.949999999964,-8695.399999999965,7.0,-6927.449999999975,-8695.399999999965,7.0,-6927.449999999975,-8695.399999999965,7.0,-2997.949999999968,-3887.8000000000575,7.0,-2997.949999999968,-3887.8000000000575,7.0,-7685.600000000028,-7685.600000000028,8.0,-7685.600000000028,-7685.600000000028,8.0,-7685.600000000028,-7685.600000000028,8.0,-7685.600000000028,-7685.600000000028,8.0,-3754.9000000000487,-3754.9000000000487,8.0,-3754.9000000000487,-3754.9000000000487,8.0
2025-11-28,-2588.1999999998916,-3603.149999999907,7.0,-2588.1999999998916,-3603.149999999907,7.0,-2588.1999999998916,-3603.149999999907,7.0,-2360.8999999998778,-3603.149999999907,7.0,1128.100000000155,-3062.999999999978,7.0,1355.4000000001688,-1176.7000000000698,7.0,1899.8500000001914,-2850.1499999999323,8.0,1899.8500000001914,-2850.1499999999323,8.0,1899.8500000001914,-2850.1499999999323,8.0,1899.8500000001914,-2850.1499999999323,8.0,5616.150000000238,-423.7000000000953,8.0,5616.150000000238,-423.7000000000953,8.0
2025-12-01,-12646.399999999834,-12646.399999999834,7.0,-12646.399999999834,-12646.399999999834,7.0,-12646.399999999834,-12646.399999999834,7.0,-12646.399999999743,-12646.399999999743,7.0,-7623.949999999808,-8501.599999999897,7.0,-8481.74999999976,-8501.599999999897,7.0,-9074.049999999948,-9074.049999999948,8.0,-9074.049999999948,-9074.049999999948,8.0,-9074.049999999948,-9074.049999999948,8.0,-8216.249999999905,-8216.249999999905,8.0,-2831.799999999861,-3748.6999999999425,7.0,-2831.799999999861,-3748.6999999999425,7.0
2025-12-02,-2156.350000000377,-2610.7000000003245,6.0,-2156.350000000377,-2610.7000000003245,6.0,-2156.350000000377,-2610.7000000003245,6.0,-366.7500000004038,-2610.7000000003245,6.0,-324.600000000366,-778.9500000003136,6.0,1464.999999999607,-778.9500000003136,6.0,-7653.000000000178,-7653.000000000178,7.0,-7653.000000000178,-7653.000000000178,7.0,-7653.000000000178,-7653.000000000178,7.0,-7653.000000000178,-7653.000000000178,7.0,-5821.250000000167,-5821.250000000167,7.0,-5821.250000000167,-5821.250000000167,7.0
2025-12-03,-6918.6499999999105,-6940.499999999876,7.0,-6918.6499999999105,-6940.499999999876,7.0,-6272.749999999927,-6940.499999999876,7.0,-6272.749999999927,-6940.499999999876,7.0,-5483.299999999894,-5505.14999999986,7.0,-4837.3999999999105,-5505.14999999986,7.0,-9598.399999999816,-9598.399999999816,8.0,-9598.399999999816,-9598.399999999816,8.0,-9598.399999999816,-9598.399999999816,8.0,-9598.399999999816,-9598.399999999816,8.0,-9335.049999999825,-9335.049999999825,8.0,-9335.049999999825,-9335.049999999825,8.0
2025-12-04,-2908.399999999914,-5944.199999999964,7.0,-2908.399999999914,-5944.199999999964,7.0,-2908.399999999914,-5944.199999999964,7.0,-2858.9999999998545,-5944.199999999964,7.0,-2294.300000000043,-2534.1500000000415,7.0,-2294.300000000043,-2534.1500000000415,7.0,-125.34999999994034,-4451.499999999996,8.0,-125.34999999994034,-4451.499999999996,8.0,-125.34999999994034,-4451.499999999996,8.0,-51.24999999985084,-4451.499999999996,8.0,488.7499999999309,-1490.0000000001128,8.0,513.4499999999607,-1490.0000000001128,8.0
2025-12-05,7561.100000000148,-2019.500000000029,7.0,7561.100000000148,-2019.500000000029,7.0,7561.100000000148,-2019.500000000029,7.0,7561.100000000148,-2019.500000000029,7.0,2892.8499999999767,-2019.500000000029,7.0,2892.8499999999767,-2019.500000000029,7.0,3217.2999999996537,-926.6000000000495,8.0,3217.2999999996537,-926.6000000000495,8.0,3217.2999999996537,-926.6000000000495,8.0,3217.2999999996537,-926.6000000000495,8.0,1938.0999999999804,-926.6000000000495,8.0,1938.0999999999804,-926.6000000000495,8.0
2025-12-08,-3346.0500000002176,-5978.40000000002,7.0,-3346.0500000002176,-5978.40000000002,7.0,-3346.0500000002176,-5978.40000000002,7.0,-3448.550000000181,-5978.40000000002,7.0,-3170.100000000024,-3777.2499999999964,7.0,-3272.5999999999876,-4390.299999999988,7.0,-796.4000000004089,-4109.900000000191,8.0,-796.4000000004089,-4109.900000000191,8.0,-796.4000000004089,-4109.900000000191,8.0,-898.9000000003725,-4109.900000000191,8.0,-1368.550000000192,-2659.200000000168,8.0,-1471.0500000001557,-2659.200000000168,8.0
2025-12-09,-2237.8999999998305,-4637.399999999852,7.0,-2237.8999999998305,-4637.399999999852,7.0,-2237.8999999998305,-4748.749999999829,7.0,-2674.2999999997883,-4966.949999999808,7.0,-2623.999999999818,-4637.399999999852,7.0,-2842.199999999797,-4637.399999999852,7.0,-1054.4999999998763,-4281.799999999923,8.0,-1054.4999999998763,-4281.799999999923,8.0,-1054.4999999998763,-4281.799999999923,8.0,-1490.899999999834,-4281.799999999923,8.0,-425.5999999998712,-3266.79999999993,7.0,-643.7999999998501,-3266.79999999993,7.0
2025-12-10,-3690.1999999998443,-3690.1999999998443,7.0,918.450000000099,-2142.399999999994,7.0,918.450000000099,-2142.399999999994,7.0,918.450000000099,-2142.399999999994,7.0,-527.9999999998145,-2142.399999999994,7.0,612.4500000001499,-2142.399999999994,7.0,-6233.299999999832,-6233.299999999832,8.0,-1624.6499999998887,-3283.2999999998356,8.0,-1624.6499999998887,-3283.2999999998356,8.0,-1624.6499999998887,-3283.2999999998356,8.0,-3071.099999999802,-3071.099999999802,8.0,-1930.6499999998377,-2539.0999999998967,8.0
2025-12-11,231.05000000021028,-5465.799999999879,7.0,231.05000000021028,-5465.799999999879,7.0,231.05000000021028,-6949.299999999912,7.0,-263.64999999980137,-6949.299999999912,7.0,3048.900000000027,-3407.499999999887,7.0,2554.2000000000153,-3407.499999999887,7.0,5222.100000000177,-5673.09999999994,8.0,5222.100000000177,-4189.599999999908,8.0,5222.100000000177,-5673.09999999994,8.0,5222.100000000177,-5673.09999999994,8.0,8039.949999999993,-3608.3499999999076,8.0,8039.949999999993,-3608.3499999999076,8.0
2025-12-12,14174.199999999815,-2402.49999999996,7.0,14174.199999999815,-2402.49999999996,7.0,14174.199999999815,-2402.49999999996,7.0,14174.199999999815,-2402.49999999996,7.0,14174.199999999815,-2402.49999999996,7.0,14174.199999999815,-2402.49999999996,7.0,5333.600000000064,-439.79999999991924,8.0,5333.600000000064,-439.79999999991924,8.0,5333.600000000064,-439.79999999991924,8.0,5333.600000000064,-439.79999999991924,8.0,7166.800000000036,-439.79999999991924,7.0,7166.800000000036,-439.79999999991924,7.0
2025-12-15,-2378.4499999997242,-3852.4999999997744,7.0,-2378.4499999997242,-3852.4999999997744,7.0,-2378.4499999997242,-3852.4999999997744,7.0,-3110.449999999786,-3852.4999999997744,7.0,3368.3000000001593,-837.4999999999382,7.0,2636.3000000000975,-837.4999999999382,7.0,293.3999999999687,-3491.899999999918,8.0,293.3999999999687,-3491.899999999918,8.0,293.3999999999687,-3491.899999999918,8.0,293.3999999999687,-3491.899999999918,8.0,4649.299999999897,-1205.599999999893,8.0,4649.299999999897,-1205.599999999893,8.0
2025-12-16,-9183.100000000006,-9183.100000000006,6.0,-6406.000000000033,-6406.000000000033,6.0,-9183.100000000006,-9183.100000000006,6.0,-9183.100000000006,-9183.100000000006,6.0,-6406.000000000033,-6406.000000000033,6.0,-6406.000000000033,-6406.000000000033,6.0,-5622.950000000059,-5704.8999999999905,7.0,-4032.049999999974,-4032.049999999974,6.0,-5622.950000000059,-5704.8999999999905,7.0,-4690.550000000007,-5704.8999999999905,7.0,-4032.049999999974,-4032.049999999974,6.0,-4032.049999999974,-4032.049999999974,6.0
2025-12-17,-7136.800000000061,-7136.800000000061,7.0,-7136.800000000061,-7136.800000000061,7.0,-7136.800000000061,-7136.800000000061,7.0,-7136.800000000061,-7136.800000000061,7.0,-5174.500000000011,-5174.500000000011,7.0,-5174.500000000011,-5174.500000000011,7.0,-6207.04999999985,-6930.599999999889,8.0,-6207.04999999985,-6930.599999999889,8.0,-6827.649999999863,-6930.599999999889,8.0,-6827.649999999863,-6930.599999999889,8.0,-4248.599999999766,-4968.299999999839,8.0,-4869.199999999779,-4968.299999999839,8.0
2025-12-18,-5626.149999999983,-5626.149999999983,7.0,-3499.5999999999403,-3776.899999999987,7.0,-5626.149999999983,-5626.149999999983,7.0,-6174.14999999994,-6174.14999999994,7.0,-3499.5999999999403,-3776.899999999987,7.0,-4047.5999999998967,-4047.5999999998967,7.0,-2153.700000000259,-3823.9000000001615,8.0,-1184.5000000002292,-2854.7000000001317,7.0,-2153.700000000259,-3823.9000000001615,8.0,-2153.700000000259,-3823.9000000001615,8.0,-1184.5000000002292,-2854.7000000001317,7.0,-1184.5000000002292,-2854.7000000001317,7.0
2025-12-19,566.8500000000458,-3174.399999999965,7.0,566.8500000000458,-3174.399999999965,7.0,566.8500000000458,-3174.399999999965,7.0,3809.849999999893,-3174.399999999965,7.0,-1204.2500000000691,-2139.9000000000015,7.0,-123.25000000012005,-2139.9000000000015,7.0,1894.3500000001623,-1383.1999999999352,8.0,1894.3500000001623,-1383.1999999999352,8.0,1894.3500000001623,-1383.1999999999352,8.0,2975.3500000001113,-1383.1999999999352,8.0,-707.8000000000029,-707.8000000000029,8.0,-707.8000000000029,-707.8000000000029,8.0
2025-12-22,20235.50000000039,0.0,7.0,20235.50000000039,0.0,7.0,20235.50000000039,0.0,7.0,16363.45000000008,0.0,7.0,11487.60000000009,0.0,7.0,11487.60000000009,0.0,7.0,13621.100000000428,0.0,8.0,13621.100000000428,0.0,8.0,13621.100000000428,0.0,8.0,11222.70000000039,0.0,8.0,7078.950000000299,0.0,8.0,7078.950000000299,0.0,8.0
2025-12-23,-5476.300000000014,-6636.800000000094,7.0,-6285.3500000001295,-6285.3500000001295,7.0,-5476.300000000014,-6636.800000000094,7.0,-5476.300000000014,-6636.800000000094,7.0,-6285.3500000001295,-6285.3500000001295,7.0,-6285.3500000001295,-6285.3500000001295,7.0,-2154.70000000019,-2908.1000000000968,8.0,-261.750000000171,-1700.0000000000546,8.0,-2154.70000000019,-2908.1000000000968,8.0,-2154.70000000019,-2908.1000000000968,8.0,-261.750000000171,-1700.0000000000546,8.0,-261.750000000171,-1700.0000000000546,8.0
2025-12-24,3627.549999999952,-3014.9000000000924,7.0,3627.549999999952,-3014.9000000000924,7.0,3627.549999999952,-3014.9000000000924,7.0,3627.549999999952,-3014.9000000000924,7.0,-1576.0500000002357,-3014.9000000000924,7.0,-1576.0500000002357,-3600.5500000001084,7.0,10365.650000000227,-3275.200000000037,8.0,10365.650000000227,-3275.200000000037,8.0,10365.650000000227,-3275.200000000037,8.0,10365.650000000227,-3275.200000000037,8.0,2596.4999999998727,-3275.200000000037,8.0,2596.4999999998727,-3275.200000000037,8.0
2025-12-26,-4586.850000000344,-7975.8000000000975,7.0,-4586.850000000344,-7975.8000000000975,7.0,-4586.850000000344,-7975.8000000000975,7.0,-4436.150000000383,-7975.8000000000975,7.0,-7622.949999999968,-7622.949999999968,7.0,-7622.949999999968,-7622.949999999968,7.0,-1363.2500000002947,-5335.9000000001215,8.0,-1363.2500000002947,-5335.9000000001215,8.0,-1363.2500000002947,-5335.9000000001215,8.0,-1212.550000000334,-5335.9000000001215,8.0,-2130.250000000029,-3228.399999999987,8.0,-1979.5500000000684,-3228.399999999987,8.0
2025-12-29,17545.55000000001,-4491.599999999984,6.0,17545.55000000001,-4491.599999999984,6.0,17545.55000000001,-4491.599999999984,6.0,17728.450000000073,-4491.599999999984,6.0,7547.1999999999825,-4491.599999999984,6.0,7730.100000000046,-4491.599999999984,6.0,28277.699999999953,-4754.100000000013,8.0,28277.699999999953,-4754.100000000013,8.0,28277.699999999953,-4754.100000000013,8.0,28277.699999999953,-4754.100000000013,8.0,18279.349999999926,-4754.100000000013,8.0,18279.349999999926,-4754.100000000013,8.0
2025-12-30,-8930.45000000004,-10446.600000000028,7.0,-7475.500000000124,-7475.500000000124,7.0,-8930.45000000004,-10446.600000000028,7.0,-7475.500000000124,-7475.500000000124,7.0,1168.0999999998457,-6855.400000000034,7.0,-1119.3000000001339,-6855.400000000034,7.0,-3030.3000000001302,-5349.800000000043,8.0,-2400.6500000000924,-5349.800000000043,8.0,-3030.3000000001302,-5349.800000000043,8.0,-2400.6500000000924,-5349.800000000043,8.0,-1858.0000000001055,-4548.400000000092,7.0,-1858.0000000001055,-4548.400000000092,7.0
2025-12-31,-4497.599999999988,-10249.500000000076,7.0,-4497.599999999988,-10249.500000000076,7.0,-5355.800000000112,-11347.550000000072,7.0,-5355.800000000112,-11347.550000000072,7.0,-563.4000000000233,-2381.9500000000444,7.0,-977.0000000000655,-6077.950000000081,7.0,-2636.999999999767,-3373.8999999997686,8.0,-2636.999999999767,-3373.8999999997686,8.0,-1629.949999999786,-1629.949999999786,8.0,-1629.949999999786,-1629.949999999786,8.0,1458.6500000001033,0.0,7.0,1458.6500000001033,0.0,7.0
2026-01-02,5055.999999999654,-1499.9000000000378,7.0,5055.999999999654,-1499.9000000000378,7.0,5055.999999999654,-1499.9000000000378,7.0,6985.999999999582,-1499.9000000000378,7.0,10332.999999999607,-1499.9000000000378,7.0,12262.999999999534,-1499.9000000000378,7.0,4622.299999999945,-956.4999999999854,8.0,4622.299999999945,-956.4999999999854,8.0,4622.299999999945,-956.4999999999854,8.0,6552.299999999872,-956.4999999999854,8.0,5956.049999999908,-956.4999999999854,8.0,7886.049999999836,-956.4999999999854,8.0
2026-01-05,2596.4499999998006,-6981.800000000047,7.0,2596.4499999998006,-6981.800000000047,7.0,2596.4499999998006,-6981.800000000047,7.0,2082.249999999818,-6981.800000000047,7.0,-4104.3499999999985,-4654.599999999929,7.0,-4275.749999999993,-5289.64999999998,7.0,3762.69999999999,-3486.499999999971,8.0,3762.69999999999,-3486.499999999971,8.0,3762.69999999999,-3486.499999999971,8.0,3762.69999999999,-3486.499999999971,8.0,4785.5500000000975,-1063.0999999999985,8.0,4614.150000000103,-1063.0999999999985,8.0
2026-01-06,-5630.35000000002,-10024.099999999991,7.0,-5630.35000000002,-10024.099999999991,7.0,-5630.35000000002,-10024.099999999991,7.0,-6498.85000000006,-10024.099999999991,7.0,-9041.050000000017,-9041.050000000017,7.0,-9041.050000000017,-9041.050000000017,7.0,-3965.950000000026,-8359.699999999997,8.0,-3965.950000000026,-8359.699999999997,8.0,-3965.950000000026,-8359.699999999997,8.0,-4834.450000000066,-8359.699999999997,8.0,-7376.650000000023,-7376.650000000023,8.0,-7376.650000000023,-7376.650000000023,8.0
2026-01-07,-5353.250000000229,-7793.100000000075,7.0,-5353.250000000229,-7793.100000000075,7.0,-5125.850000000195,-7793.100000000075,7.0,-5125.850000000195,-7793.100000000075,7.0,-5878.399999999987,-7793.100000000075,7.0,-5878.399999999987,-7793.100000000075,7.0,-3989.5000000000036,-6757.700000000048,8.0,-3989.5000000000036,-6757.700000000048,8.0,-3762.0999999999694,-6757.700000000048,8.0,-3762.0999999999694,-6757.700000000048,8.0,-2751.1999999999316,-6757.700000000048,8.0,-2751.1999999999316,-6757.700000000048,8.0
2026-01-08,-6602.749999999945,-10448.39999999994,7.0,-6602.749999999945,-10448.39999999994,7.0,-6602.749999999945,-10448.39999999994,7.0,-7756.899999999972,-9091.649999999929,7.0,2675.1500000000087,-3879.299999999934,7.0,164.2499999999709,-3879.299999999934,7.0,5506.3499999997875,-1474.4000000000851,8.0,5506.3499999997875,-1474.4000000000851,8.0,5506.3499999997875,-1474.4000000000851,8.0,2995.4499999997497,-1474.4000000000851,8.0,8445.19999999979,-1474.4000000000851,8.0,5934.299999999752,-1474.4000000000851,8.0
2026-01-09,4706.50000000012,-4549.700000000055,7.0,-3277.7500000001273,-4585.650000000132,7.0,4706.50000000012,-4549.700000000055,7.0,1871.100000000184,-4549.700000000055,7.0,-3277.7500000001273,-4585.650000000132,7.0,-4695.450000000095,-4695.450000000095,7.0,74.65000000033251,-6640.899999999776,8.0,-5262.599999999951,-5262.599999999951,7.0,74.65000000033251,-6640.899999999776,8.0,-1343.0499999996355,-6640.899999999776,8.0,-5262.599999999951,-5262.599999999951,7.0,-5262.599999999951,-5262.599999999951,7.0
2026-01-12,2789.9000000001324,-2501.050000000061,6.0,2789.9000000001324,-2501.050000000061,6.0,2789.9000000001324,-2501.050000000061,6.0,6887.900000000089,-2501.050000000061,6.0,5674.950000000088,-2501.050000000061,6.0,7040.9500000000735,-2501.050000000061,6.0,6239.949999999812,-195.55000000009022,8.0,6239.949999999812,-195.55000000009022,8.0,6239.949999999812,-195.55000000009022,8.0,6239.949999999812,-195.55000000009022,8.0,3864.8999999998923,-195.55000000009022,8.0,3864.8999999998923,-195.55000000009022,8.0
2026-01-13,-7461.349999999969,-9577.099999999966,7.0,-4458.099999999944,-7665.999999999858,7.0,-7461.349999999969,-9577.099999999966,7.0,-6010.299999999937,-7665.999999999858,7.0,-4458.099999999944,-7665.999999999858,7.0,-5637.299999999981,-7665.999999999858,7.0,-9049.70000000008,-9049.70000000008,8.0,-4462.1500000000415,-4540.199999999968,7.0,-9049.70000000008,-9049.70000000008,8.0,-6419.450000000012,-7138.599999999973,8.0,-4462.1500000000415,-4540.199999999968,7.0,-4462.1500000000415,-4540.199999999968,7.0
2026-01-14,-6776.399999999823,-7973.54999999985,6.0,-6776.399999999823,-7973.54999999985,6.0,-5176.349999999813,-5176.349999999813,6.0,-5176.349999999813,-5176.349999999813,6.0,-1437.0000000000728,-1473.9999999999454,6.0,-995.150000000096,-1473.9999999999454,6.0,-2739.849999999864,-2739.849999999864,7.0,-2739.849999999864,-2739.849999999864,7.0,-1999.7999999998901,-1999.7999999998901,7.0,-1999.7999999998901,-1999.7999999998901,7.0,1514.549999999941,-660.6000000000058,7.0,2254.599999999915,-660.6000000000058,7.0
2026-01-15,-4240.600000000108,-5799.500000000226,7.0,-4240.600000000108,-5799.500000000226,7.0,-4240.600000000108,-5799.500000000226,7.0,-3879.6000000000495,-5799.500000000226,7.0,-3449.1500000000306,-3953.2000000002226,7.0,-3268.6500000000015,-3953.2000000002226,7.0,-5661.700000000161,-8738.800000000167,8.0,-5661.700000000161,-8738.800000000167,8.0,-5661.700000000161,-8738.800000000167,8.0,-5300.700000000103,-8738.800000000167,8.0,-3498.45000000007,-5520.70000000015,7.0,-3317.9500000000407,-5520.70000000015,7.0
2026-01-16,-8625.450000000175,-8625.450000000175,6.0,-8625.450000000175,-8625.450000000175,6.0,-8625.450000000175,-8625.450000000175,6.0,-8625.450000000175,-8625.450000000175,6.0,-6292.300000000152,-6292.300000000152,6.0,-6292.300000000152,-6292.300000000152,6.0,-7283.100000000035,-7283.100000000035,7.0,-7283.100000000035,-7283.100000000035,7.0,-7283.100000000035,-7283.100000000035,7.0,-7283.100000000035,-7283.100000000035,7.0,-4949.950000000012,-4949.950000000012,7.0,-4949.950000000012,-4949.950000000012,7.0
