,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL
,none,none,none,real,real,real,fomc_wed,fomc_wed,fomc_wed,fomc_all,fomc_all,fomc_all,am_all,am_all,am_all,all_all,all_all,all_all,none,none,none,real,real,real,fomc_wed,fomc_wed,fomc_wed,fomc_all,fomc_all,fomc_all,am_all,am_all,am_all,all_all,all_all,all_all
,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades
xt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,-2921.799999999961,-2921.799999999961,7.0,-2921.799999999961,-2921.799999999961,7.0,-2921.799999999961,-2921.799999999961,7.0,-2536.79999999997,-2812.4999999999927,7.0,-1499.49999999992,-1499.49999999992,7.0,-1114.499999999929,-1499.0000000000036,7.0,132.19999999991524,-999.6000000000058,8.0,132.19999999991524,-530.900000000087,8.0,132.19999999991524,-999.6000000000058,8.0,517.1999999999061,-999.6000000000058,8.0,339.8999999999378,-504.90000000001055,8.0,724.8999999999287,-504.90000000001055,8.0
2024-08-30,-1723.9999999999545,-2040.8999999999578,7.0,-1723.9999999999545,-2040.8999999999578,7.0,-1723.9999999999545,-2040.8999999999578,7.0,-1325.4999999999418,-2040.8999999999578,7.0,463.4000000000706,-1268.0000000000255,7.0,861.9000000000833,-1268.0000000000255,7.0,2072.350000000137,-689.5500000000502,8.0,2072.350000000137,-689.5500000000502,8.0,2072.350000000137,-689.5500000000502,8.0,2470.8500000001495,-689.5500000000502,8.0,3133.3500000001495,-689.5500000000502,8.0,3531.8500000001623,-689.5500000000502,8.0
2024-09-02,-1374.9000000000178,-1549.9999999999964,6.0,-1374.9000000000178,-1549.9999999999964,6.0,-1374.9000000000178,-1549.9999999999964,6.0,-1374.9000000000178,-1549.9999999999964,6.0,-967.4999999999654,-1560.3999999999614,6.0,-967.4999999999654,-1549.9999999999964,6.0,-1888.6999999999316,-1888.6999999999316,8.0,-1888.6999999999316,-1888.6999999999316,8.0,-1888.6999999999316,-1888.6999999999316,8.0,-1888.6999999999316,-1888.6999999999316,8.0,-1752.8999999999141,-1806.1999999999698,8.0,-1752.8999999999141,-1806.1999999999698,8.0
2024-09-03,-615.0000000000309,-1290.3000000000175,7.0,-615.0000000000309,-1290.3000000000175,7.0,-615.0000000000309,-1290.3000000000175,7.0,-792.100000000004,-1290.3000000000175,7.0,-615.0000000000309,-1290.3000000000175,7.0,-792.100000000004,-1290.3000000000175,7.0,-2189.900000000085,-2189.900000000085,8.0,-2189.900000000085,-2189.900000000085,8.0,-2189.900000000085,-2189.900000000085,8.0,-2012.8000000000666,-2022.0000000000473,8.0,-2189.900000000085,-2189.900000000085,8.0,-2012.8000000000666,-2022.0000000000473,8.0
2024-09-04,1543.3000000000065,-617.7000000000262,6.0,1543.3000000000065,-617.7000000000262,6.0,1543.3000000000065,-617.7000000000262,6.0,1543.3000000000065,-617.7000000000262,6.0,2013.0000000000182,-617.7000000000262,6.0,2013.0000000000182,-617.7000000000262,6.0,-1907.4000000000124,-1907.4000000000124,8.0,-1907.4000000000124,-1907.4000000000124,8.0,-2105.499999999989,-2105.499999999989,8.0,-2105.499999999989,-2105.499999999989,8.0,-1437.7000000000007,-1437.7000000000007,8.0,-1635.7999999999774,-1635.7999999999774,8.0
2024-09-05,837.4500000000589,-591.799999999901,7.0,837.4500000000589,-591.799999999901,7.0,837.4500000000589,-1461.799999999912,7.0,572.5500000001157,-1196.8999999998778,7.0,1506.2500000000691,-591.799999999901,7.0,1771.1500000001033,-591.799999999901,7.0,477.19999999995525,-676.1000000000095,6.0,477.19999999995525,-676.1000000000095,6.0,477.19999999995525,-676.1000000000095,6.0,212.29999999996653,-676.1000000000095,6.0,811.5999999999603,-676.1000000000095,6.0,811.5999999999603,-676.1000000000095,6.0
2024-09-06,-2217.4999999999036,-2217.4999999999036,7.0,-2441.7999999999884,-2441.7999999999884,7.0,-2217.4999999999036,-2217.4999999999036,7.0,-2217.4999999999036,-2217.4999999999036,7.0,-2441.7999999999884,-2441.7999999999884,7.0,-2441.7999999999884,-2441.7999999999884,7.0,-228.39999999992506,-1136.9999999999654,8.0,-104.59999999998763,-1013.200000000028,8.0,-228.39999999992506,-1136.9999999999654,8.0,93.90000000007058,-1136.9999999999654,8.0,-104.59999999998763,-1013.200000000028,8.0,217.700000000008,-1013.200000000028,8.0
2024-09-09,286.70000000004256,-1377.0999999999367,7.0,286.70000000004256,-1377.0999999999367,7.0,286.70000000004256,-1377.0999999999367,7.0,-786.2999999999138,-1461.7499999999309,7.0,-317.79999999991924,-1377.0999999999367,7.0,-854.2999999998974,-1377.0999999999367,7.0,-1754.5499999999029,-2966.499999999898,7.0,-1754.5499999999029,-2966.499999999898,7.0,-1754.5499999999029,-2966.499999999898,7.0,-2291.049999999881,-2966.499999999898,7.0,-2359.0499999998647,-2359.0499999998647,7.0,-2359.0499999998647,-2359.0499999998647,7.0
2024-09-10,-1167.9499999999953,-1881.8000000000138,7.0,-1167.9499999999953,-1881.8000000000138,7.0,-1167.9499999999953,-1881.8000000000138,7.0,-1415.8500000000222,-1881.8000000000138,7.0,-1167.9499999999953,-1881.8000000000138,7.0,-1415.8500000000222,-1881.8000000000138,7.0,-2176.8499999999276,-2176.8499999999276,8.0,-2176.8499999999276,-2176.8499999999276,8.0,-2176.8499999999276,-2176.8499999999276,8.0,-2176.8499999999276,-2176.8499999999276,8.0,-2176.8499999999276,-2176.8499999999276,8.0,-2176.8499999999276,-2176.8499999999276,8.0
2024-09-11,613.2999999999429,-583.9999999999818,6.0,85.19999999994798,-583.9999999999818,6.0,613.2999999999429,-583.9999999999818,6.0,613.2999999999429,-583.9999999999818,6.0,85.19999999994798,-583.9999999999818,6.0,294.09999999994216,-583.9999999999818,6.0,959.9999999998327,-429.50000000002,7.0,431.89999999983775,-429.50000000002,7.0,959.9999999998327,-429.50000000002,7.0,959.9999999998327,-429.50000000002,7.0,431.89999999983775,-429.50000000002,7.0,640.7999999998319,-429.50000000002,7.0
2024-09-12,-210.34999999990214,-1584.4000000000597,7.0,-210.34999999990214,-1584.4000000000597,7.0,-210.34999999990214,-1584.4000000000597,7.0,-748.5499999999083,-1584.4000000000597,7.0,-210.34999999990214,-1584.4000000000597,7.0,-748.5499999999083,-1584.4000000000597,7.0,84.34999999985303,-1596.300000000132,8.0,84.34999999985303,-1596.300000000132,8.0,84.34999999985303,-1596.300000000132,8.0,-453.85000000015316,-1596.300000000132,8.0,84.34999999985303,-1596.300000000132,8.0,-453.85000000015316,-1596.300000000132,8.0
2024-09-13,4986.849999999937,-832.6499999999796,7.0,4986.849999999937,-832.6499999999796,7.0,4986.849999999937,-832.6499999999796,7.0,5678.449999999953,-832.6499999999796,7.0,82.20000000012624,-832.6499999999796,7.0,428.0000000001346,-832.6499999999796,7.0,2494.1999999999043,-507.00000000002547,8.0,2494.1999999999043,-507.00000000002547,8.0,2494.1999999999043,-507.00000000002547,8.0,3185.799999999921,-507.00000000002547,8.0,-316.64999999994143,-445.599999999944,8.0,29.15000000006694,-445.599999999944,8.0
2024-09-16,-1549.4500000000626,-1736.1000000000422,6.0,-1549.4500000000626,-1736.1000000000422,6.0,-1549.4500000000626,-1736.1000000000422,6.0,-1435.1500000000597,-1736.1000000000422,6.0,-1341.250000000029,-1736.1000000000422,6.0,-1341.250000000029,-1736.1000000000422,6.0,-400.45000000005166,-587.1000000000313,8.0,-400.45000000005166,-400.45000000005166,8.0,-400.45000000005166,-587.1000000000313,8.0,-171.85000000004584,-472.8000000000284,8.0,-192.2500000000182,-192.2500000000182,8.0,-77.95000000001528,-77.95000000001528,8.0
2024-09-17,-1263.699999999948,-2368.599999999933,7.0,-1263.699999999948,-2368.599999999933,7.0,-1263.699999999948,-2368.599999999933,7.0,-1201.4999999999181,-2368.599999999933,7.0,-2021.9999999999563,-2368.599999999933,7.0,-1990.8999999999414,-2368.599999999933,7.0,-1397.3499999999658,-2326.4999999999636,8.0,-1397.3499999999658,-2326.4999999999636,8.0,-1397.3499999999658,-2326.4999999999636,8.0,-1366.249999999951,-2326.4999999999636,8.0,-2155.649999999974,-2155.649999999974,8.0,-2155.649999999974,-2155.649999999974,8.0
2024-09-18,-711.00000000008,-2104.4000000000124,7.0,-711.00000000008,-2104.4000000000124,7.0,-711.00000000008,-2104.4000000000124,7.0,-711.00000000008,-2104.4000000000124,7.0,-711.00000000008,-2104.4000000000124,7.0,-711.00000000008,-2104.4000000000124,7.0,-545.1500000000178,-1502.2999999999938,8.0,-545.1500000000178,-1502.2999999999938,8.0,-545.1500000000178,-1502.2999999999938,8.0,-545.1500000000178,-1502.2999999999938,8.0,-545.1500000000178,-1502.2999999999938,8.0,-545.1500000000178,-1502.2999999999938,8.0
2024-09-19,8400.599999999828,-267.5000000000473,7.0,8400.599999999828,-267.5000000000473,7.0,8400.599999999828,-267.5000000000473,7.0,9367.499999999814,-267.5000000000473,7.0,9016.599999999813,-267.5000000000473,7.0,9338.899999999809,-267.5000000000473,7.0,8573.599999999846,0.0,8.0,8573.599999999846,0.0,8.0,8573.599999999846,0.0,8.0,8895.899999999841,0.0,8.0,8881.599999999838,0.0,8.0,8881.599999999838,0.0,8.0
2024-09-20,6447.400000000222,-251.00000000005093,7.0,6447.400000000222,-251.00000000005093,7.0,6447.400000000222,-251.00000000005093,7.0,6059.800000000201,-251.00000000005093,7.0,5984.30000000019,-251.00000000005093,7.0,5790.50000000018,-251.00000000005093,7.0,5542.650000000089,-150.6000000000604,8.0,5542.650000000089,-150.6000000000604,8.0,5542.650000000089,-150.6000000000604,8.0,5348.850000000079,-150.6000000000604,8.0,5079.5500000000575,-150.6000000000604,8.0,5079.5500000000575,-150.6000000000604,8.0
2024-09-23,-3003.6000000000276,-3003.6000000000276,7.0,-3003.6000000000276,-3003.6000000000276,7.0,-3003.6000000000276,-3003.6000000000276,7.0,-2982.4000000000287,-2982.4000000000287,7.0,-980.49999999996,-1898.8999999999833,7.0,-959.2999999999611,-1898.8999999999833,7.0,-979.3000000001084,-979.3000000001084,8.0,-979.3000000001084,-979.3000000001084,8.0,-979.3000000001084,-979.3000000001084,8.0,-1000.5000000001073,-1000.5000000001073,8.0,-29.350000000073123,-160.49999999998545,8.0,-50.55000000007203,-160.49999999998545,8.0
2024-09-24,-626.199999999948,-1646.6499999999469,7.0,-626.199999999948,-1646.6499999999469,7.0,-626.199999999948,-1646.6499999999469,7.0,-1062.6999999999716,-1646.6499999999469,7.0,672.3500000000295,-348.09999999996944,7.0,235.85000000000582,-348.09999999996944,7.0,323.49999999987085,-2511.6000000000367,8.0,323.49999999987085,-2511.6000000000367,8.0,323.49999999987085,-2511.6000000000367,8.0,-19.550000000032014,-2511.6000000000367,8.0,1622.0499999998483,-1213.0500000000593,8.0,1278.9999999999454,-1213.0500000000593,8.0
2024-09-25,-2834.3500000000167,-2843.050000000003,7.0,-2834.3500000000167,-2843.050000000003,7.0,-3838.549999999963,-3838.549999999963,7.0,-3838.549999999963,-3838.549999999963,7.0,-2654.9999999999945,-2654.9999999999945,7.0,-3157.0999999999676,-3157.0999999999676,7.0,-3977.250000000009,-3977.250000000009,8.0,-3977.250000000009,-3977.250000000009,8.0,-3977.250000000009,-3977.250000000009,8.0,-3977.250000000009,-3977.250000000009,8.0,-3640.20000000001,-3640.20000000001,8.0,-3640.20000000001,-3640.20000000001,8.0
2024-09-26,3511.2000000000317,-1047.6499999999269,7.0,3511.2000000000317,-1047.6499999999269,7.0,3511.2000000000317,-1047.6499999999269,7.0,3375.5000000000346,-1047.6499999999269,7.0,3511.2000000000317,-1047.6499999999269,7.0,3375.5000000000346,-1047.6499999999269,7.0,-335.70000000000255,-952.299999999841,8.0,-335.70000000000255,-952.299999999841,8.0,-335.70000000000255,-952.299999999841,8.0,-335.70000000000255,-952.299999999841,8.0,-335.70000000000255,-952.299999999841,8.0,-335.70000000000255,-952.299999999841,8.0
2024-09-27,-4213.950000000044,-4213.950000000044,7.0,-4213.950000000044,-4213.950000000044,7.0,-4213.950000000044,-4213.950000000044,7.0,-3063.650000000074,-3346.5000000000528,7.0,-2504.3000000000793,-2504.3000000000793,7.0,-1354.0000000001091,-1636.8500000000877,7.0,-430.65000000001965,-3153.3500000000386,8.0,-430.65000000001965,-3153.3500000000386,8.0,-430.65000000001965,-3153.3500000000386,8.0,-430.65000000001965,-3153.3500000000386,8.0,1278.9999999999454,-1443.7000000000735,8.0,1278.9999999999454,-1443.7000000000735,8.0
2024-09-30,-1298.7999999999302,-1966.9999999999873,6.0,-1298.7999999999302,-1966.9999999999873,6.0,-1298.7999999999302,-1966.9999999999873,6.0,-330.84999999991123,-1966.9999999999873,6.0,-1298.7999999999302,-1966.9999999999873,6.0,-330.84999999991123,-1966.9999999999873,6.0,-1653.3500000000222,-1975.100000000013,7.0,-1653.3500000000222,-1975.100000000013,7.0,-1653.3500000000222,-1975.100000000013,7.0,-2078.950000000008,-2078.950000000008,7.0,-1653.3500000000222,-1975.100000000013,7.0,-2078.950000000008,-2078.950000000008,7.0
2024-10-01,821.4499999999371,-1259.7500000000728,7.0,821.4499999999371,-1259.7500000000728,7.0,821.4499999999371,-1259.7500000000728,7.0,821.4499999999371,-1259.7500000000728,7.0,490.3000000000029,-1259.7500000000728,7.0,490.3000000000029,-1259.7500000000728,7.0,1304.3499999998348,-793.8500000000167,8.0,1304.3499999998348,-793.8500000000167,8.0,1304.3499999998348,-793.8500000000167,8.0,1304.3499999998348,-793.8500000000167,8.0,1304.3499999998348,-793.8500000000167,8.0,1304.3499999998348,-793.8500000000167,8.0
2024-10-02,-3110.75,-3110.75,6.0,-3110.75,-3110.75,6.0,-2409.3499999999876,-2409.3499999999876,6.0,-2409.3499999999876,-2409.3499999999876,6.0,-1161.8500000000422,-1161.8500000000422,6.0,-460.45000000002983,-1004.9999999999691,6.0,-1584.050000000001,-2700.450000000039,7.0,-1584.050000000001,-2700.450000000039,7.0,-1584.050000000001,-2700.450000000039,7.0,-1584.050000000001,-2700.450000000039,7.0,364.8499999999567,-802.25,7.0,364.8499999999567,-802.25,7.0
2024-10-03,2673.3499999999603,-696.6000000000022,7.0,2673.3499999999603,-696.6000000000022,7.0,2673.3499999999603,-696.6000000000022,7.0,2724.0499999999665,-696.6000000000022,7.0,2520.2500000000564,-696.6000000000022,7.0,2570.9500000000626,-696.6000000000022,7.0,581.9500000000462,-194.10000000011314,8.0,581.9500000000462,-194.10000000011314,8.0,581.9500000000462,-194.10000000011314,8.0,632.6500000000524,-194.10000000011314,8.0,1345.6000000000531,-194.10000000011314,8.0,1396.3000000000593,-194.10000000011314,8.0
2024-10-04,2285.1999999999643,0.0,7.0,-208.50000000002547,-208.50000000002547,7.0,2285.1999999999643,0.0,7.0,2285.1999999999643,0.0,7.0,-208.50000000002547,-208.50000000002547,7.0,-208.50000000002547,-208.50000000002547,7.0,2721.199999999886,-179.5500000000011,7.0,632.6499999998996,-179.5500000000011,7.0,2721.199999999886,-179.5500000000011,7.0,2365.9999999998727,-179.5500000000011,7.0,632.6499999998996,-179.5500000000011,7.0,277.44999999988613,-179.5500000000011,7.0
2024-10-07,-1915.3000000001375,-2449.5000000000437,7.0,-1915.3000000001375,-2449.5000000000437,7.0,-1915.3000000001375,-2449.5000000000437,7.0,-1915.3000000001375,-2449.5000000000437,7.0,-1915.3000000001375,-2449.5000000000437,7.0,-1915.3000000001375,-2449.5000000000437,7.0,-1212.4500000001772,-1608.300000000063,8.0,-1212.4500000001772,-1608.300000000063,8.0,-1212.4500000001772,-1608.300000000063,8.0,-1687.1500000001615,-1687.1500000001615,8.0,-1212.4500000001772,-1608.300000000063,8.0,-1687.1500000001615,-1687.1500000001615,8.0
2024-10-08,-3366.250000000029,-3366.250000000029,6.0,-3366.250000000029,-3366.250000000029,6.0,-3366.250000000029,-3366.250000000029,6.0,-2712.950000000039,-3151.4000000000215,6.0,-3366.250000000029,-3366.250000000029,6.0,-2712.950000000039,-3151.4000000000215,6.0,-899.9499999998588,-3772.4499999999734,8.0,-899.9499999998588,-3772.4499999999734,8.0,-899.9499999998588,-3772.4499999999734,8.0,-246.64999999986867,-3772.4499999999734,8.0,-899.9499999998588,-3772.4499999999734,8.0,-246.64999999986867,-3772.4499999999734,8.0
2024-10-09,-2373.94999999999,-3123.0999999999694,7.0,-2087.7000000000626,-2445.1000000000113,7.0,-2087.7000000000626,-2445.1000000000113,7.0,-2087.7000000000626,-2445.1000000000113,7.0,-3425.949999999988,-3425.949999999988,7.0,-3060.3000000000284,-3060.3000000000284,7.0,-1745.8999999998978,-2664.0999999999094,8.0,-1904.6999999999625,-2664.0999999999094,8.0,-1904.6999999999625,-2664.0999999999094,8.0,-1904.6999999999625,-2664.0999999999094,8.0,-2797.899999999896,-2966.949999999928,8.0,-2877.2999999999283,-2966.949999999928,8.0
2024-10-10,-3749.2499999999145,-3749.2499999999145,7.0,-1527.9999999999054,-1527.9999999999054,7.0,-3749.2499999999145,-3749.2499999999145,7.0,-3239.9999999998945,-3239.9999999998945,7.0,-1527.9999999999054,-1527.9999999999054,7.0,-1018.7499999998854,-1237.0499999999956,7.0,-3276.149999999967,-3276.149999999967,8.0,-2526.0999999999567,-2526.0999999999567,8.0,-3276.149999999967,-3276.149999999967,8.0,-2766.899999999947,-2766.899999999947,8.0,-2526.0999999999567,-2526.0999999999567,8.0,-2016.8499999999367,-2016.8499999999367,8.0
2024-10-11,2247.6000000000804,-686.2999999998719,7.0,2247.6000000000804,-686.2999999998719,7.0,2247.6000000000804,-686.2999999998719,7.0,2667.800000000103,-686.2999999998719,7.0,721.0500000001739,-686.2999999998719,7.0,931.1500000001852,-686.2999999998719,7.0,1794.1000000001113,-912.7999999998428,8.0,1794.1000000001113,-912.7999999998428,8.0,1794.1000000001113,-912.7999999998428,8.0,2214.300000000134,-912.7999999998428,8.0,1219.150000000167,-912.7999999998428,8.0,1639.3500000001895,-912.7999999998428,8.0
2024-10-14,-1851.049999999963,-2030.3499999999622,7.0,-1851.049999999963,-2030.3499999999622,7.0,-1851.049999999963,-2503.749999999909,7.0,-1902.7499999999,-2452.049999999881,7.0,-1851.0499999999174,-1851.0499999999174,7.0,-1902.7499999999,-2047.5499999998738,7.0,677.6999999999534,-804.2000000000498,8.0,677.6999999999534,-804.2000000000498,8.0,677.6999999999534,-804.2000000000498,8.0,574.2999999999884,-804.2000000000498,8.0,221.49999999996362,-804.2000000000498,8.0,169.79999999998108,-804.2000000000498,8.0
2024-10-15,1659.7499999999636,-1429.0499999999865,7.0,1659.7499999999636,-1429.0499999999865,7.0,1659.7499999999636,-1429.0499999999865,7.0,1880.3499999999767,-1429.0499999999865,7.0,27.85000000005857,-1429.0499999999865,7.0,138.15000000006512,-1429.0499999999865,7.0,3184.4999999998836,-1149.1499999999887,8.0,3184.4999999998836,-1149.1499999999887,8.0,3184.4999999998836,-1149.1499999999887,8.0,3515.3999999999032,-1149.1499999999887,8.0,2192.4999999999673,-1149.1499999999887,8.0,2413.0999999999804,-1149.1499999999887,8.0
2024-10-16,1303.6000000001204,0.0,7.0,1303.6000000001204,0.0,7.0,1303.6000000001204,0.0,7.0,1303.6000000001204,0.0,7.0,2648.600000000102,0.0,7.0,2458.7000000001135,0.0,7.0,-1446.9500000000662,-1990.6000000000622,8.0,-1446.9500000000662,-1990.6000000000622,8.0,-1257.0500000000775,-1990.6000000000622,8.0,-1257.0500000000775,-1990.6000000000622,8.0,360.09999999996035,-758.00000000008,8.0,360.09999999996035,-758.00000000008,8.0
2024-10-17,-4423.950000000081,-4423.950000000081,7.0,-4423.950000000081,-4423.950000000081,7.0,-4423.950000000081,-4423.950000000081,7.0,-4423.950000000081,-4423.950000000081,7.0,-3570.9500000000608,-3570.9500000000608,7.0,-3570.9500000000608,-3570.9500000000608,7.0,-2327.1000000000695,-2977.350000000046,8.0,-2327.1000000000695,-2977.350000000046,8.0,-2327.1000000000695,-2977.350000000046,8.0,-2444.7000000000626,-2977.350000000046,8.0,-2017.1500000000433,-2667.4000000000196,8.0,-2134.7500000000364,-2667.4000000000196,8.0
2024-10-18,239.25000000006185,-1485.3999999999905,7.0,239.25000000006185,-1485.3999999999905,7.0,239.25000000006185,-1485.3999999999905,7.0,-370.5499999999338,-1485.3999999999905,7.0,-570.0999999999331,-1070.8999999999633,7.0,-570.0999999999331,-1377.1499999999924,7.0,2201.300000000123,-953.8999999999396,8.0,2201.300000000123,-953.8999999999396,8.0,2201.300000000123,-953.8999999999396,8.0,371.90000000013606,-953.8999999999396,8.0,1283.7000000001299,-953.8999999999396,8.0,64.1000000001386,-953.8999999999396,8.0
2024-10-21,-3276.1999999999935,-3530.249999999971,7.0,-3276.1999999999935,-3530.249999999971,7.0,-3276.1999999999935,-3530.249999999971,7.0,-3582.999999999969,-3582.999999999969,7.0,-202.20000000001528,-1982.8999999999978,7.0,-508.9999999999909,-1982.8999999999978,7.0,-2790.899999999925,-2790.899999999925,8.0,-2790.899999999925,-2790.899999999925,8.0,-2790.899999999925,-2790.899999999925,8.0,-2790.899999999925,-2790.899999999925,8.0,283.1000000000531,-1534.4500000000407,8.0,283.1000000000531,-1534.4500000000407,8.0
2024-10-22,4616.149999999994,-509.70000000000437,7.0,4616.149999999994,-509.70000000000437,7.0,4616.149999999994,-509.70000000000437,7.0,4143.949999999973,-509.70000000000437,7.0,1773.6000000000568,-509.70000000000437,7.0,1616.2000000000498,-509.70000000000437,7.0,3362.2500000000346,-888.7000000000135,8.0,3362.2500000000346,-888.7000000000135,8.0,3362.2500000000346,-888.7000000000135,8.0,3204.8500000000276,-888.7000000000135,8.0,625.2500000001364,-888.7000000000135,8.0,625.2500000001364,-888.7000000000135,8.0
2024-10-23,-1719.449999999846,-1738.099999999842,7.0,-1719.449999999846,-1738.099999999842,7.0,-1775.549999999861,-1775.549999999861,7.0,-1775.549999999861,-1775.549999999861,7.0,-1719.449999999846,-1738.099999999842,7.0,-1775.549999999861,-1775.549999999861,7.0,-353.00000000002547,-2844.1000000000186,8.0,-353.00000000002547,-2844.1000000000186,8.0,-465.2000000000553,-2844.1000000000186,8.0,-465.2000000000553,-2844.1000000000186,8.0,-353.00000000002547,-2844.1000000000186,8.0,-465.2000000000553,-2844.1000000000186,8.0
2024-10-24,3344.1499999999232,-647.7000000000153,7.0,3344.1499999999232,-647.7000000000153,7.0,3344.1499999999232,-647.7000000000153,7.0,3233.04999999989,-647.7000000000153,7.0,3750.999999999818,-647.7000000000153,7.0,3639.899999999785,-647.7000000000153,7.0,638.4000000000415,-603.700000000068,8.0,638.4000000000415,-603.700000000068,8.0,638.4000000000415,-603.700000000068,8.0,638.4000000000415,-603.700000000068,8.0,1614.7500000000437,-603.700000000068,8.0,1614.7500000000437,-603.700000000068,8.0
2024-10-25,-2282.1499999999323,-2890.699999999917,7.0,-2282.1499999999323,-2890.699999999917,7.0,-2282.1499999999323,-2890.699999999917,7.0,-2553.749999999922,-2890.699999999917,7.0,-545.2499999999636,-1575.5999999999658,7.0,-816.8499999999531,-1575.5999999999658,7.0,-370.00000000003274,-2634.2999999999774,8.0,-370.00000000003274,-2634.2999999999774,8.0,-370.00000000003274,-2634.2999999999774,8.0,-913.2000000000116,-2634.2999999999774,8.0,1366.899999999936,-1349.6500000000287,8.0,823.6999999999571,-1349.6500000000287,8.0
2024-10-28,-1900.3500000001095,-2849.000000000078,6.0,-1900.3500000001095,-2849.000000000078,6.0,-1900.3500000001095,-2849.000000000078,6.0,-1739.9500000000826,-2849.000000000078,6.0,-1704.8000000001066,-2139.000000000058,6.0,-1704.8000000001066,-2139.000000000058,6.0,-189.05000000009386,-1256.7000000000553,8.0,-189.05000000009386,-1256.7000000000553,8.0,-189.05000000009386,-1256.7000000000553,8.0,292.1499999999869,-1256.7000000000553,8.0,6.4999999999090505,-581.3999999999523,8.0,327.2999999999629,-581.3999999999523,8.0
2024-10-29,-595.3999999999487,-2662.0000000000273,7.0,-595.3999999999487,-2662.0000000000273,7.0,-595.3999999999487,-2662.0000000000273,7.0,-965.7500000000473,-2662.0000000000273,7.0,-1482.0500000000484,-1482.0500000000484,7.0,-1482.0500000000484,-1482.0500000000484,7.0,817.6499999999978,-2878.9000000000597,8.0,817.6499999999978,-2878.9000000000597,8.0,817.6499999999978,-2878.9000000000597,8.0,27.299999999917418,-2878.9000000000597,8.0,-69.00000000010186,-1698.9500000000808,8.0,-489.0000000000837,-1698.9500000000808,8.0
2024-10-30,-4175.400000000012,-4175.400000000012,7.0,-2919.550000000003,-2919.550000000003,7.0,-4053.350000000022,-4053.350000000022,7.0,-4053.350000000022,-4053.350000000022,7.0,-2919.550000000003,-2919.550000000003,7.0,-2919.550000000003,-2919.550000000003,7.0,-2654.150000000078,-2654.150000000078,8.0,-1398.3000000000684,-1398.3000000000684,8.0,-2532.1000000000877,-2532.1000000000877,8.0,-2532.1000000000877,-2532.1000000000877,8.0,-1398.3000000000684,-1398.3000000000684,8.0,-1398.3000000000684,-1398.3000000000684,8.0
2024-10-31,4754.6499999999705,-707.2000000000698,7.0,4754.6499999999705,-707.2000000000698,7.0,4754.6499999999705,-707.2000000000698,7.0,5186.249999999951,-707.2000000000698,7.0,22.75000000002001,-707.2000000000698,7.0,454.35000000000036,-707.2000000000698,7.0,5409.9999999998945,-989.50000000004,8.0,5409.9999999998945,-989.50000000004,8.0,5409.9999999998945,-989.50000000004,8.0,5409.9999999998945,-989.50000000004,8.0,2231.199999999939,-989.50000000004,8.0,2231.199999999939,-989.50000000004,8.0
2024-11-01,-2129.949999999939,-2562.999999999958,7.0,-1489.5999999999494,-1922.6499999999687,7.0,-2129.949999999939,-2562.999999999958,7.0,-2322.6499999999523,-2562.999999999958,7.0,-1489.5999999999494,-1922.6499999999687,7.0,-1682.299999999963,-1922.6499999999687,7.0,1201.450000000017,-1742.1999999999953,8.0,1841.8000000000065,-1101.8500000000058,8.0,1201.450000000017,-1742.1999999999953,8.0,1008.7500000000036,-1742.1999999999953,8.0,1841.8000000000065,-1101.8500000000058,8.0,1649.099999999993,-1101.8500000000058,8.0
2024-11-04,-2776.649999999994,-2914.6000000000113,7.0,-2776.649999999994,-2914.6000000000113,7.0,-2776.649999999994,-2914.6000000000113,7.0,-2952.4500000000207,-2952.4500000000207,7.0,-2776.649999999994,-2914.6000000000113,7.0,-2952.4500000000207,-2952.4500000000207,7.0,-2578.400000000016,-3181.2000000000116,8.0,-2578.400000000016,-3181.2000000000116,8.0,-2578.400000000016,-3181.2000000000116,8.0,-2578.400000000016,-3181.2000000000116,8.0,-2578.400000000016,-3181.2000000000116,8.0,-2578.400000000016,-3181.2000000000116,8.0
2024-11-05,693.699999999877,-730.600000000104,7.0,693.699999999877,-730.600000000104,7.0,693.699999999877,-438.05000000009204,7.0,430.5999999998912,-438.05000000009204,7.0,-177.50000000016735,-438.05000000009204,7.0,85.59999999981846,-438.05000000009204,7.0,-1124.6999999998989,-1657.849999999893,8.0,-1124.6999999998989,-1657.849999999893,8.0,-1124.6999999998989,-1657.849999999893,8.0,-1387.7999999998847,-1657.849999999893,8.0,-980.7999999999302,-980.7999999999302,7.0,-980.7999999999302,-980.7999999999302,7.0
