,ORIGINAL,ORIGINAL,TUNED,TUNED
,close,trough,close,trough
xt,,,,
2024-05-17,4313.449999999988,-782.1500000000615,5201.650000000014,-616.2000000000207
2024-05-20,1055.1500000000906,-1982.9499999999443,-2640.6499999999887,-3943.9000000000015
2024-05-21,-5717.6499999998905,-5717.6499999998905,-5732.849999999875,-5732.849999999875
2024-05-22,2652.999999999951,-1808.500000000031,1350.3500000000222,-2277.20000000003
2024-05-23,12252.19999999997,-1321.2000000000137,11321.850000000171,-105.0
2024-05-24,-2015.40000000016,-2259.200000000141,-2503.900000000116,-2522.200000000073
2024-05-27,466.949999999837,-1219.7999999999683,521.649999999905,-1211.0499999999683
2024-05-28,-1274.9000000000287,-1274.9000000000287,-1896.199999999937,-2269.299999999976
2024-05-29,63.75000000004911,-1254.4499999999462,1384.9500000000226,-1752.8000000000775
2024-05-30,-881.6500000001051,-2393.100000000106,347.4499999998861,-1414.950000000039
2024-05-31,1873.200000000019,-1124.8500000000258,-2389.3499999999717,-2927.4000000000087
2024-06-03,1302.4999999999854,-1885.9000000000942,263.0500000000175,-2621.8000000000666
2024-06-04,905.650000000056,-1251.849999999975,1842.2500000000944,-1204.949999999959
2024-06-05,945.6499999999287,-573.3000000000375,595.3999999999432,-1349.899999999996
2024-06-06,-1355.399999999987,-2730.949999999979,-2942.799999999992,-3793.599999999989
2024-06-07,2585.5499999999884,-1583.9999999999964,1552.74999999992,-3651.4000000000487
2024-06-10,-1949.2999999999265,-3316.399999999925,-1732.2999999999902,-3099.3999999999887
2024-06-11,-69.65000000005057,-1619.7000000000353,979.0499999998665,-916.1500000000688
2024-06-12,-828.7999999999338,-2568.5499999999997,-1249.6499999999778,-1699.5000000000257
2024-06-13,-2786.9000000000638,-2786.9000000000638,-3475.0999999999585,-3475.0999999999585
2024-06-14,3565.6999999999007,-120.0,5559.29999999989,-396.6000000000004
2024-06-17,-1667.9499999999516,-2276.0999999999785,-1975.6499999999544,-2365.7499999999545
2024-06-18,1759.5999999999312,-1260.549999999981,1100.3499999997948,-1236.6000000000386
2024-06-19,-1791.0999999999383,-1935.8499999999312,-1554.3499999999349,-1699.0999999999276
2024-06-20,2486.049999999863,-1735.6500000000597,-327.60000000016953,-2342.4000000001543
2024-06-21,2666.9000000003016,-1323.0499999999447,-2122.80000000001,-2813.450000000032
2024-06-24,682.0999999999221,-1260.850000000055,899.3500000000004,-1141.8000000000357
2024-06-25,-4100.250000000075,-4100.250000000075,-2986.0500000000266,-2986.8999999999887
2024-06-26,-3236.800000000063,-3236.800000000063,108.19999999993888,-2810.70000000005
2024-06-27,-269.04999999994834,-1407.3499999999783,-12.950000000004366,-1514.0499999999884
2024-06-28,2490.700000000128,-120.0,-866.25000000002,-1230.8000000000484
2024-07-01,-638.5000000000455,-638.5000000000455,-1771.2999999999574,-2515.899999999965
2024-07-02,-1639.5999999999967,-1639.5999999999967,-1615.5499999999429,-1838.7499999999727
2024-07-03,1291.0500000001084,-852.4999999999782,4283.2499999999945,-624.849999999964
2024-07-04,90.24999999994543,-120.0,31.199999999986176,-393.9500000000062
2024-07-05,1148.999999999818,-664.0000000001801,-300.24999999991815,-947.9499999999207
